Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
-2,-2,-67,-3,-1,-2,1,-1,-3,-8,34,-16,-3,-2,0,-2,0
1,4,-4,0,0,1,0,-3,-1,-10,2,3,0,0,0,0,0
0,5,16,5,1,-1,0,0,0,0,-4,7,-2,-1,-2,-1,0
-2,-7,-36,-10,-3,-3,-1,-1,0,6,19,5,2,1,-1,0,0
-3,-6,-20,-14,-5,-3,1,-2,-2,-4,8,1,0,-1,-2,-2,0
-2,1,5,-13,-2,-2,1,0,0,-1,5,7,0,1,0,-1,0
0,3,6,1,0,-2,0,0,-1,-4,-8,-2,-1,2,0,0,0
0,4,29,5,0,0,0,0,-2,-9,-16,-12,-3,-1,-1,-2,0
-1,3,35,3,4,1,-1,-2,3,-5,-28,-4,-2,-1,0,-1,0
-2,2,36,3,-1,-3,-3,-1,0,-3,-6,-7,-4,-3,-2,0,0
-1,-2,-8,-2,0,-1,1,0,-1,9,9,9,1,0,0,2,0
-4,-6,-7,-1,-1,0,-1,0,-2,-2,-18,-13,-1,1,-2,-1,0
1,-9,47,0,-5,-1,0,0,-1,6,-2,9,4,1,0,-1,0
-5,-4,6,-11,-5,-4,-2,-4,-2,-3,-1,6,1,-1,0,-1,0
-1,2,-20,1,3,1,-2,0,2,-8,-11,-2,-2,1,-1,-1,0
-2,0,-5,1,0,0,-1,0,2,6,34,3,-2,-2,-1,-1,0
0,-4,-21,-5,-4,-3,-1,-3,0,2,16,4,-1,-2,-2,1,0
-1,-9,-39,-9,-3,-2,-2,-1,-1,-2,27,2,-2,-2,0,-1,0
1,-5,-31,-4,0,0,0,0,-4,5,34,-3,-3,-1,-3,-2,0
0,1,-9,8,0,0,0,1,1,5,10,3,6,3,1,1,0
-3,-8,-9,2,-5,-3,-1,-4,-2,-13,-61,-26,-3,0,0,-3,0
3,5,13,3,0,-3,-2,1,-3,-8,-3,-1,3,0,2,-2,0
1,5,15,5,0,1,1,2,1,1,50,10,3,0,-1,-2,0
-2,-4,-57,-8,-2,-1,-3,0,-3,-1,-33,-12,-6,-4,-4,-2,0
0,1,33,0,-2,-1,-2,-2,-2,-3,-11,-2,0,-2,0,-1,0
2,-1,33,8,4,3,0,-1,0,1,2,6,-3,-3,-1,-1,0
-1,-3,-39,-9,-1,-2,-1,0,0,0,43,11,-1,-1,-1,0,0
-3,-6,-57,-7,0,-1,-2,-1,-1,-3,-16,-8,-2,-1,1,-2,0
-2,8,32,0,-3,-3,-3,-1,1,-2,-28,-2,-1,0,0,1,0
-1,-1,9,7,2,2,0,0,1,-1,-2,5,2,0,-2,-1,0
-3,-4,5,-8,-2,-1,0,-1,-2,-7,25,1,-2,-3,-3,-4,0
-2,1,-11,-10,-6,-2,-2,-1,0,1,34,7,0,-2,-2,-1,0
3,3,-25,6,5,4,0,0,1,3,49,-2,-3,-2,0,1,0
-2,-8,24,6,-1,-2,-1,-3,-1,0,-55,-8,-5,-1,-1,1,0
-2,0,5,-2,-1,0,-2,-2,0,-5,-26,-3,-1,1,0,0,0
0,2,6,-3,0,-1,1,-1,0,2,15,5,-2,-1,-1,0,0
-3,-11,-6,3,-2,-2,-2,1,-1,9,-44,-6,0,0,0,-1,0
-1,0,25,1,0,-2,-1,-2,-2,-4,0,5,1,1,-1,-2,0
-1,-7,20,-13,-3,-2,0,-1,-2,1,-44,-7,-4,-4,-3,-2,0
-1,5,1,6,-2,-1,-1,0,0,3,42,1,0,0,-1,-1,0
-1,-9,-29,4,-2,-3,-1,-1,-1,-2,-10,-8,2,-1,0,-1,0
1,1,8,-6,0,-1,0,-2,-2,-2,45,14,0,-2,1,0,0
0,-7,-55,-16,-3,-1,0,-3,0,-3,7,8,-1,0,-1,-1,0
-3,0,-4,-6,-1,-2,-1,-1,-1,-6,-1,-12,-4,-2,-4,-2,0
-1,7,13,9,3,2,2,-1,-2,-4,7,1,0,-2,-2,0,0
0,-3,18,1,0,0,0,-2,1,-3,-28,-4,-2,-1,0,-1,0
-2,0,-5,-3,-5,-3,-1,-2,-1,-2,8,-7,-3,-1,-1,0,0
0,4,23,18,2,1,1,0,0,-10,-52,-16,-2,-1,1,-1,0
-1,6,-4,3,-2,-1,-2,1,-2,-11,-51,-5,-1,-1,-3,-1,0
-1,-7,-22,2,-1,-3,-2,-1,-1,0,9,-14,-2,0,-1,1,0
1,5,35,-1,-1,0,-1,-1,-2,4,11,6,1,0,0,-1,0
-2,3,3,4,-1,1,-1,-1,-2,-8,-51,-2,-2,-2,-2,-1,0
0,0,21,5,-1,-2,-2,0,0,-2,14,-1,-1,-2,-1,1,0
-1,-2,-9,-3,1,1,-1,-2,0,1,34,5,-4,1,-1,-1,0
-1,3,-20,-7,-2,-1,0,-1,1,-5,-32,-5,-3,-3,1,-1,0
-1,-1,16,-5,-1,-2,-3,-2,-2,-3,-27,0,-3,-3,1,0,0
-1,-5,2,0,2,1,-2,-2,-1,2,7,-4,-4,1,-2,-2,0
0,-1,15,-1,2,1,-1,2,-1,-2,-11,-2,-4,-1,-1,-2,0
1,-2,-22,5,2,-2,-1,2,-1,-7,-22,2,1,0,0,-2,0
-1,11,9,-13,-4,-1,-4,-2,-2,-1,56,15,2,-1,-1,-2,0
-5,-14,-68,-18,-7,-2,0,-4,-1,-1,76,9,-1,-1,-3,-2,0
1,-2,-29,2,1,-1,0,1,1,3,12,2,1,1,1,1,0
0,0,71,1,0,-2,-3,-1,-2,-2,-32,-2,-4,-1,-1,0,0
-1,0,12,3,2,1,-1,-1,-1,1,-28,-4,0,-1,-2,-3,0
2,5,47,4,-2,-1,1,-2,0,-7,-27,-5,-2,-2,0,-1,0
-3,-11,-12,-5,-3,-4,0,-1,1,-8,-44,2,-1,0,-1,0,0
1,9,39,0,1,1,0,0,-1,-2,-22,-4,1,0,1,0,0
1,-1,-13,-4,-3,-2,-1,-1,-1,6,39,2,-2,-1,-1,-2,0
-3,-7,-8,2,-3,-3,-1,-1,-1,0,-30,-3,-2,-2,0,-1,0
-2,-5,-2,-7,-2,-1,-1,-2,0,1,-16,-4,1,0,-1,-1,0
0,-2,28,1,-1,2,1,-1,0,-7,8,-3,0,-1,-1,0,0
-1,3,-37,0,-3,-2,-1,-3,-1,4,15,2,2,1,-1,-1,0
-1,0,-6,2,-1,0,0,0,-2,2,12,1,-2,-2,-2,-1,0
-3,-13,6,-10,-3,0,-3,-3,-1,1,-18,-6,-4,-3,-2,0,0
-3,-5,29,-4,-2,-3,-2,-1,0,3,16,8,3,1,0,1,0
0,2,-7,0,-3,0,-1,0,-3,-11,-55,-13,-3,-1,0,-1,0
0,4,10,14,7,0,0,0,-2,-2,-19,-8,-2,-1,-3,-2,0
0,-1,30,3,3,0,-1,-2,-2,-10,-1,-11,-4,-3,-1,-3,0
-1,3,10,3,-4,-2,-3,-1,-1,3,30,6,2,-2,-1,-1,0
-1,-1,-20,-2,2,-1,0,-1,1,5,5,2,-3,-1,-2,0,0
1,-11,-39,-11,-6,0,1,-2,0,7,5,1,-1,-1,-2,-1,0
1,1,36,3,3,1,0,0,0,-5,-15,11,3,0,1,1,0
0,-3,-37,-9,-1,0,-2,0,-1,0,35,8,-2,0,-2,-2,0
-2,0,-34,-23,-4,-1,0,0,1,-9,15,-3,-5,-2,0,0,0
0,3,12,7,-1,-1,-1,-1,-4,0,-14,-5,2,-2,-1,-2,0
0,0,12,10,2,-1,0,0,2,-3,-7,3,0,-1,5,0,0
-3,-13,-25,-1,-2,-2,1,-1,-2,11,20,0,1,-1,-2,-3,0
-1,-6,-46,-12,-4,-3,-3,-3,0,-8,-2,-5,-4,-2,-2,-3,0
-1,4,-4,3,1,-2,0,1,-2,2,7,1,2,0,-4,-1,0
0,-3,46,16,1,1,-2,-1,0,-7,-42,-19,-4,-1,1,-1,0
-2,4,14,-2,-4,-1,-2,-1,-3,2,-6,-9,0,0,-1,0,0
1,3,-1,7,1,-1,-3,-1,0,-11,14,7,-6,-2,-2,-1,0
1,0,-30,-1,-1,2,-2,-1,0,14,37,11,1,0,-1,0,0
-3,-18,-33,-25,-2,-4,0,-3,1,-3,9,2,-1,-2,2,1,0
-1,-3,-12,-7,-2,1,1,-1,-1,3,-11,-3,0,0,-2,-1,0
0,2,2,6,-2,-1,0,1,1,-4,17,3,-2,-1,0,-2,0
-3,2,21,5,0,0,0,-1,-3,-2,-25,-5,1,-1,0,0,0
-1,-3,39,7,1,1,2,-1,-2,6,-65,-20,-5,0,0,0,0
-2,2,49,5,-5,-2,-2,-2,-2,0,4,-7,1,-2,-3,-2,0
1,-2,-4,0,-3,-2,-1,1,1,-1,42,12,2,0,-1,1,0
2,2,-22,0,5,-1,0,0,-3,0,-19,-7,-1,-2,-3,-2,0
2,4,29,8,1,2,3,0,2,-2,1,14,-1,-1,-1,-1,0
-2,-5,-15,-16,-3,-1,-2,-3,-4,-6,-32,-21,-4,-5,-3,-3,0
0,-10,-15,-3,-5,-2,-1,-2,-1,9,55,8,0,-1,-1,-1,0
-1,1,-20,5,0,0,-2,-1,-2,6,9,7,1,-1,-2,-1,0
0,-3,-8,0,-2,-2,-2,1,0,-9,-4,-2,-2,0,2,0,0
0,6,39,17,5,3,0,0,-5,-4,-38,-12,-5,-3,-4,-4,0
0,-8,-20,-18,-6,-3,-2,-2,1,-7,29,8,0,-2,0,-2,0
1,2,-6,0,4,-1,-1,1,0,5,14,12,2,2,2,0,0
-2,-1,-4,1,-3,1,-1,-3,-2,-6,2,1,-5,-3,-2,-2,0
-3,3,38,5,-3,-1,-3,-3,-1,-2,-68,-21,-3,-1,-1,0,0
0,3,6,-5,-1,-1,0,-2,0,-12,-7,-7,-4,-2,2,-2,0
0,1,-15,-1,-2,-2,-3,-1,1,3,37,10,3,2,-1,-1,0
0,-2,-2,3,-1,-1,2,1,2,-3,-4,3,1,1,0,-1,0
-1,-3,-16,-7,-2,-3,-2,-1,0,4,22,2,-1,-1,-3,-1,0
0,-3,34,-2,0,-1,1,-2,-1,-3,-14,-7,-2,0,-2,-1,0
-2,-14,-42,-9,-1,-2,0,-1,0,4,-8,-5,-1,1,-2,0,0
0,0,17,11,2,1,-1,2,-1,-4,16,1,-1,-3,0,1,0
-1,4,1,-5,-3,1,-1,-1,-1,3,-1,10,5,1,0,-1,0
-2,-8,-27,-8,-5,-1,0,0,-1,0,30,-5,-3,-1,0,-2,0
-2,-9,-54,-10,-4,-4,-1,-4,-2,-2,0,-12,-1,-1,-1,-1,0
0,4,7,7,0,2,-1,-1,0,0,8,9,-1,0,1,0,0
-1,2,22,2,1,-1,2,0,0,-4,-6,-1,-2,-3,-2,-2,0
-2,-7,-27,-8,-1,-2,-2,-2,-1,9,29,-2,-3,-1,-1,-1,0
0,2,-16,-4,-1,-1,-1,-1,0,-3,5,4,3,1,2,-2,0
-1,-7,-16,-3,-6,-4,-2,-1,0,-5,-10,-4,0,1,-2,0,0
-2,4,18,0,0,0,0,1,0,0,5,4,1,-2,-2,-1,0
-3,-8,-33,-4,-2,-3,-1,-2,-3,-3,-39,3,-1,-2,-2,-1,0
-2,8,49,-20,-7,-2,-3,-3,1,2,2,0,2,1,1,-1,0
-1,4,4,6,0,-1,1,-2,0,-2,10,4,2,0,2,-1,0
-1,-3,-1,1,0,0,-1,-2,-5,-9,-6,-1,-4,-1,-4,1,0
2,11,21,2,-2,-1,-1,1,1,-5,-13,-4,0,-2,-2,0,0
-2,-1,7,3,1,-1,0,-2,-1,-2,-15,4,2,0,1,0,0
-2,-2,-34,-7,-3,0,-2,0,0,-6,20,-3,-2,1,-1,1,0
-1,3,2,-2,-1,-2,0,-2,-1,0,-22,-4,-4,-3,-1,-4,0
-1,0,15,1,4,-1,-1,-2,0,-2,-12,2,-1,-2,-2,-3,0
0,-5,-28,3,1,1,-2,-1,-2,4,56,5,-3,-1,-2,-1,0
-2,-6,-19,-7,-3,-1,-3,-1,0,6,-4,0,-3,-2,-2,-1,0
0,-4,3,-11,2,1,1,0,-2,-3,-11,-7,-2,-2,1,0,0
-1,4,-13,-1,-1,-2,-3,-1,-4,-8,9,-2,-2,-4,0,-4,0
0,-3,4,5,-1,-2,-1,0,2,1,9,-1,0,-1,0,-2,0
-1,3,13,12,3,-1,-2,-1,-3,-6,-11,-3,-1,3,0,0,0
-2,-5,7,-7,-6,-3,-2,-1,-2,-7,-16,-16,-5,-1,-2,-1,0
-1,3,-34,0,1,1,0,0,0,0,20,3,2,-2,-2,0,0
-1,0,-1,7,0,0,1,1,0,0,1,2,-3,-1,-2,-1,0
-2,3,26,0,-1,-1,2,-2,-2,-1,-18,-5,0,-2,-2,-2,0
1,-4,7,9,-3,0,-1,-2,0,-2,-32,-1,0,-1,1,2,0
-1,-6,-9,-11,2,0,-2,-1,-4,-7,37,-12,-4,-2,-1,-2,0
0,-3,-32,-1,-1,-3,0,-3,2,5,24,9,-1,-1,0,0,0
-1,0,10,8,1,1,-1,0,0,6,-9,-1,-1,0,-1,1,0
-2,-4,3,1,-3,-1,0,-2,-2,-3,2,1,-1,0,0,0,0
-2,2,8,-3,-1,-2,-2,-1,2,-5,0,4,7,1,-3,1,0
-2,6,-12,1,-5,0,0,-1,-2,-12,-16,-8,-4,-4,1,-1,0
-3,-3,35,-10,-2,-2,-4,-2,-2,6,6,-5,1,1,-1,-1,0
5,-6,14,6,1,0,2,3,0,0,22,6,0,0,1,0,0
-1,6,-6,0,-2,-2,-3,-3,-3,-2,-18,10,-2,0,-1,0,0
1,2,25,-5,3,1,0,-1,-2,-8,-9,-6,-7,-2,0,-1,0
-3,-7,-51,-22,-6,-5,-3,-1,-1,11,8,0,2,0,-4,-2,0
2,-14,-14,5,-3,-2,0,0,5,-10,29,12,-4,0,1,-2,0
-3,6,18,-4,2,0,-2,-1,-6,13,-20,-6,1,0,-5,-3,0
-1,-7,-5,-4,-3,-2,-1,0,2,-11,1,5,3,1,0,0,0
2,2,-5,5,1,3,2,0,-5,6,-3,-6,1,0,-3,-3,0
0,-3,8,1,-1,-1,-2,0,0,-20,-56,-10,-8,-3,2,-1,0
-2,2,18,7,-3,-2,-1,0,0,6,-51,-11,3,0,-2,-1,0
-1,-5,-9,2,1,-1,-1,1,2,-1,29,1,-3,0,1,-1,0
0,1,-38,-6,-3,-1,0,-1,-4,3,3,0,1,-1,-4,-4,0
-1,-3,22,17,-2,-1,-2,-2,2,-9,-17,-25,-5,-1,0,-1,0
-2,4,20,1,-1,-1,-1,-1,-1,3,-5,-5,-3,-4,-4,1,0
-1,-7,-22,-4,-2,-2,0,0,1,5,19,11,-4,-2,2,0,0
1,4,11,8,5,3,-1,-1,0,2,8,5,-1,-3,-2,-1,0
-2,-17,-91,-22,-3,-1,1,-3,-1,3,37,5,-2,-4,1,-1,0
-1,-2,-7,-3,-2,-2,0,0,-1,2,25,-2,0,-1,0,0,0
-1,0,20,-1,0,0,-2,-1,0,-8,-7,1,0,0,-2,0,0
0,0,-8,4,-2,-2,-3,-2,-1,4,1,5,1,1,1,1,0
-2,-3,-3,-7,-1,-1,-1,-1,1,-1,6,-2,-1,-2,-2,1,0
-1,2,37,3,0,0,-2,-1,-1,-3,-35,-2,0,1,0,-1,0
0,3,1,3,-2,-1,0,-2,-1,-5,-5,-2,-3,-3,1,-1,0
0,-1,-37,-7,-3,0,1,1,1,0,-10,8,4,-1,0,0,0
-3,-5,80,-10,-2,-2,-1,-2,-1,-5,-30,-14,-5,-1,-2,-1,0
-2,0,2,1,1,-2,1,-1,-2,1,18,-4,-3,-1,-3,0,0
0,3,11,10,-1,-1,-1,0,0,-3,9,5,-4,-1,0,0,0
-1,-9,4,1,1,-2,0,-1,-2,4,-10,0,-1,0,-2,-3,0
2,6,20,4,2,1,0,1,-3,-2,-20,3,-3,1,-3,-4,0
-1,-17,-38,-16,-5,-4,-1,-2,-1,3,-24,-9,-2,-3,-2,0,0
0,-3,-35,-5,-2,-2,-1,-1,0,3,15,11,4,1,2,0,0
0,6,46,12,2,0,1,1,-2,-6,1,-6,-4,-3,0,-2,0
1,-2,-13,-1,-1,-3,-3,-4,-1,-2,0,5,-1,-1,-1,-1,0
-1,1,7,-3,0,0,-3,0,-2,-5,10,-2,2,2,0,1,0
-4,-15,-94,-19,-7,-2,-1,-1,0,-6,50,3,-2,-2,-3,-2,0
-2,-4,-20,-8,-5,-1,-1,-2,1,2,33,5,1,0,1,-1,0
0,2,20,13,2,2,1,0,-2,-3,3,-7,-3,-4,0,-1,0
0,2,13,8,1,0,-2,0,-1,2,22,6,2,1,-1,-1,0
0,0,-30,-8,-3,0,-1,-1,-2,-11,-86,-22,-3,-3,-1,0,0
0,6,49,7,-1,0,0,1,-3,-14,-61,-9,-4,-4,-1,-5,0
1,2,31,14,1,0,1,0,1,6,26,2,-1,-1,1,1,0
2,7,-49,-4,-2,-2,-1,-2,-2,-5,5,-3,-2,1,0,0,0
-1,2,15,2,0,0,0,1,0,-6,10,-2,-1,-1,-2,-2,0
-3,0,-9,-2,-3,0,-1,-2,-1,2,13,-1,-1,-1,-1,-2,0
0,-6,-9,-3,-2,-2,0,-2,-2,0,2,-1,0,1,1,1,0
-1,3,8,3,0,-2,-1,0,-1,-1,24,10,2,-2,-3,0,0
-4,-11,-59,-18,-6,-2,0,0,-1,4,56,10,-1,-1,-1,-2,0
-1,-5,-22,-10,-2,-1,-1,-2,0,-3,14,-2,-2,-1,1,-1,0
1,3,47,4,1,-2,-1,-1,-1,0,-6,4,0,0,-2,-1,0
0,2,2,0,0,-1,0,0,-1,0,1,1,0,1,-1,0,0
1,0,16,3,-2,-1,-2,0,0,-5,-33,-11,-1,0,1,2,0
-3,0,10,-9,0,-4,-2,-2,0,-5,7,-7,-3,0,-2,-1,0
-1,4,28,6,-3,0,0,-2,-1,2,-5,6,1,2,-1,0,0
0,-1,8,-4,2,1,0,-1,-1,-4,-33,-10,-2,-2,-1,-1,0
-1,6,12,-3,-3,-2,-4,0,1,2,11,8,1,-1,-1,-1,0
-1,-6,-17,8,1,0,0,-3,-1,-4,-9,-7,-4,-1,-1,-2,0
-1,-11,-9,-3,2,1,-2,0,-1,5,-3,0,0,0,-1,-1,0
-1,-5,-62,-13,-5,-2,-1,-1,2,1,7,4,3,-1,0,0,0
-1,1,4,2,1,-2,1,0,-2,-6,-3,-5,0,-1,-1,-1,0
1,0,10,7,0,-1,0,0,-3,-4,11,-4,-4,-2,-3,-1,0
-1,5,18,-2,-2,-2,-1,-1,-3,-15,-53,-4,0,-2,0,-4,0
-1,-4,15,-8,-4,-1,-1,0,2,4,-4,-3,-1,0,2,-1,0
1,-2,17,6,0,-3,0,2,1,2,11,3,-1,0,0,-1,0
-1,4,2,12,0,2,0,1,-1,-2,11,-5,-1,1,0,-1,0
-2,-3,-30,-10,-2,-1,0,-3,-1,3,30,6,-2,-1,-1,0,0
-3,-6,-13,-9,-1,-1,0,-1,0,5,1,7,-3,-3,0,0,0
-1,-3,7,-5,1,-2,0,-1,-1,-4,-9,-4,-1,-1,-2,-4,0
0,4,40,9,-1,-1,0,-2,-1,-3,-26,4,-1,-2,-1,0,0
0,2,6,1,1,2,0,-1,-2,-8,-57,-13,-6,-4,-3,-3,0
-1,4,59,6,-1,1,-2,0,-1,-3,-57,-8,0,-2,1,-2,0
0,-1,35,7,0,-1,-2,-1,-2,-2,-44,-15,-1,0,-1,-1,0
-2,-6,16,-3,-1,-2,-1,-2,-1,5,11,1,-1,-2,-1,2,0
0,-13,-43,3,1,0,-1,-1,1,17,39,2,0,1,-3,1,0
1,2,24,4,1,-1,0,0,-2,-8,-24,-10,-1,0,-1,-2,0
-1,5,5,2,-3,-1,0,0,0,-6,-21,2,-1,0,1,1,0
0,0,-17,-1,1,1,-1,1,0,0,21,1,-1,-2,-2,-1,0
-1,1,21,1,-2,1,-1,-1,-2,-5,-21,5,0,-1,0,-1,0
-3,-5,38,-8,0,-4,-1,-1,0,1,0,3,0,-2,-1,-1,0
0,-3,4,-6,-2,-1,0,-2,-1,9,44,7,0,-1,-1,-1,0
0,-1,-105,1,-3,-2,1,-1,-2,-4,39,-6,-2,1,0,-1,0
-1,1,-2,7,-3,-3,0,-1,1,-9,-47,-6,-2,1,0,-1,0
0,-2,-1,0,-1,0,-1,-1,0,4,1,5,0,-1,-1,-1,0
-1,0,-33,-18,-3,-2,-1,-2,-3,-2,27,6,0,-1,-1,-1,0
0,-5,-19,-2,0,0,-1,-1,-1,-1,11,6,2,-1,0,-1,0
-1,-7,32,-1,0,-1,0,0,-1,-2,8,-6,-3,-3,-1,-1,0
-4,-10,-13,-10,-6,-1,-3,-2,1,5,-27,4,3,0,-2,0,0
1,-1,2,2,2,0,-2,-1,-2,2,30,0,-1,0,0,-2,0
-1,2,6,2,-1,-1,-1,-1,-2,-6,4,-2,0,-1,-2,-3,0
0,-6,-46,-5,-4,-3,-2,-5,-2,-7,50,4,-1,-1,-1,0,0
-1,13,14,3,2,0,1,0,0,-1,-4,-4,-1,0,0,0,0
-2,2,22,4,-1,-4,0,1,-1,-7,-53,-7,-2,-1,0,-1,0
0,1,1,0,-2,-3,-2,0,1,-1,-12,-14,-1,0,0,-2,0
1,0,-1,2,1,0,-1,0,0,2,32,3,-1,0,-1,-2,0
-3,-5,-23,-5,0,-1,-2,0,-2,2,10,8,-1,-1,-2,-1,0
-2,-7,26,-7,-1,-1,-1,-2,0,3,-21,7,1,0,0,0,0
-3,-2,20,-2,-1,-2,-1,-4,0,-2,-10,-4,-2,2,1,0,0
-2,-3,-56,1,-3,-3,-1,-1,0,-1,62,6,-1,0,-1,0,0
1,-4,-41,-2,1,1,1,-2,-4,-4,-16,-2,-3,-1,1,0,0
0,0,5,-3,-2,0,-1,1,1,8,-18,-8,-3,-1,-1,1,0
0,1,29,7,3,0,0,1,-3,-7,15,1,-4,-3,-4,-3,0
0,3,-7,1,0,-1,-1,-1,-2,-6,-12,-10,-4,-3,-3,-2,0
1,5,14,8,-1,-1,-1,-2,-1,-7,-36,-9,0,0,0,0,0
0,0,43,4,1,2,-2,-2,2,-1,-17,-3,0,-2,-1,-1,0
-1,2,19,1,0,0,-1,1,0,-3,6,-1,-4,-2,-4,-1,0
-1,1,12,-1,-2,2,-1,0,0,0,-33,-8,-2,-1,1,-1,0
-1,-6,-11,3,0,-1,-2,-2,2,0,5,1,1,-3,-1,0,0
-3,5,13,2,-3,-2,-1,-1,0,-6,-14,-12,0,-1,0,-2,0
-1,-4,28,-1,1,-1,-2,-1,1,-6,6,2,-2,-3,-1,-2,0
1,0,-29,-8,-1,-1,0,0,-1,2,25,8,0,-1,-2,-1,0
0,-2,0,-9,-4,-2,0,0,-2,5,43,1,3,1,1,0,0
0,-1,-25,2,-2,-1,0,0,-1,5,-39,-7,-2,1,0,-2,0
-1,-3,-2,-1,0,-1,-1,-1,-1,2,15,8,-3,-2,-4,-1,0
1,-5,11,-8,0,0,-1,0,-1,-5,-8,5,1,-1,1,-1,0
-1,-3,-15,0,-3,-2,-3,-2,-1,3,-34,-3,0,0,1,-1,0
-2,-5,5,-1,-1,1,-1,-1,0,0,53,8,2,-1,-3,0,0
-2,5,5,5,-1,-1,0,0,-1,-12,-74,-22,-5,-4,-1,-1,0
0,-3,-3,-1,-1,1,-1,-1,-1,2,32,8,-1,-1,-1,0,0
-3,-7,-11,-15,-7,-4,-1,-3,-1,8,57,16,4,-1,1,0,0
-1,-8,-54,-2,-2,0,-2,-1,-2,3,72,4,-4,-2,-2,-1,0
0,-6,-61,-19,-1,-1,-1,-2,-1,-3,2,5,-1,-3,2,-2,0
-2,7,47,8,0,-1,-2,-3,-1,-4,-8,-4,3,2,1,2,0
1,3,7,18,0,-1,1,-3,-1,-5,-80,-24,-2,-2,-1,-2,0
