Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
2,2,0,1,-8,2,0,0,0,3,1,-3,-17,-2,-2,0,0
-3,-4,-3,-10,0,-12,1,-3,-1,0,3,8,11,11,3,1,0
-1,-2,-7,-5,8,0,-3,-3,-1,-1,2,10,-8,0,-1,0,0
0,-1,-3,-5,3,-8,-2,-1,-1,-1,-5,-8,-11,2,0,0,0
0,0,2,0,-3,-1,-1,-1,-4,-2,0,-3,13,1,0,-2,0
-1,0,0,-6,-2,-3,-5,-1,-1,-2,-6,-9,-9,-4,2,0,0
-1,-1,1,4,11,0,-2,0,-1,1,1,5,-11,1,0,-1,0
0,0,1,6,6,-8,0,-1,0,-2,-3,-6,-24,10,-2,-1,0
0,-1,-3,-6,0,3,-1,-1,-3,-1,1,-2,5,-3,-1,0,0
-1,-1,1,2,8,3,1,-1,-1,-2,-2,-1,-10,-5,-3,-2,0
0,0,-1,-2,-3,-3,-2,-3,1,1,0,0,1,2,-2,0,0
0,-1,0,0,-12,0,-1,1,-3,-4,-5,-2,15,-2,-2,-2,0
-3,-5,-1,0,-14,-5,-4,-2,0,1,0,-5,4,-1,-2,-1,0
-2,-2,0,1,-11,0,1,1,0,0,1,2,8,0,0,0,0
-1,1,0,1,3,-6,-1,-2,0,-2,-1,3,4,-1,-2,0,0
0,-2,-4,-3,-8,3,-3,-2,0,-1,1,0,2,-7,-2,0,0
-1,1,-1,-5,-3,-1,1,-1,1,-2,0,-3,15,-1,-1,-2,0
0,0,0,1,-16,4,1,-2,0,0,1,1,14,-6,-2,-2,0
0,0,1,3,-1,0,0,-1,-2,-1,-4,-1,-5,2,-2,1,0
0,-3,0,0,1,0,-1,0,-1,-1,-4,-2,0,-1,-2,-1,0
-2,-2,-3,-4,-13,-7,-3,-2,-1,0,0,0,20,8,2,-1,0
0,2,1,1,-8,5,2,1,1,3,3,0,-1,-2,-1,0,0
-1,-3,2,0,-10,1,-1,-3,-3,-3,-7,-6,-2,-5,-1,-2,0
-1,-3,0,-1,2,-3,-4,0,0,0,0,1,22,4,-1,0,0
1,0,-2,2,-31,-3,-3,0,-1,-2,-1,-1,-7,-5,0,0,0
-1,1,0,-2,12,2,-1,-1,-2,0,-1,-1,-8,0,-2,-2,0
-2,-2,1,-1,12,-4,-3,-1,0,-3,1,1,0,-1,-1,-1,0
1,1,-2,0,0,2,-4,0,-2,-2,-1,-4,-10,-1,-2,-1,0
-1,-1,-3,-6,12,2,1,-1,-2,-1,0,0,-12,-1,-1,-2,0
-2,-1,0,0,0,0,-3,-1,1,-1,0,-6,-8,-1,-1,-1,0
-1,-2,-3,0,-6,-1,0,1,1,1,1,3,7,3,0,0,0
-2,-1,-1,0,11,-2,6,-1,-3,-2,-4,-2,-10,-3,-2,-2,0
1,0,1,-4,-6,-6,-1,1,0,-1,-2,-11,5,4,1,-1,0
0,-2,-1,10,6,5,0,-1,-2,0,1,-8,4,0,0,-2,0
0,-1,0,7,4,-3,1,-1,-2,-3,0,8,3,-5,-2,0,0
-1,-2,-3,-8,-6,-5,-2,-2,1,-2,0,2,5,7,0,0,0
-1,-2,-1,-5,-4,4,-6,-2,-1,-2,-3,-4,-10,-3,0,-1,0
-1,-1,-4,-4,3,-3,1,-3,-1,-2,1,0,-9,-6,-3,-1,0
-1,1,0,4,4,4,3,-1,-2,-4,0,0,-1,-4,1,-1,0
0,-2,-2,-1,-3,-3,-3,-2,-1,-1,-3,-1,2,-1,-2,-2,0
-2,0,1,-1,2,6,1,0,-1,2,1,-4,9,1,-2,0,0
-1,-2,-3,-2,-14,-6,5,-1,1,0,-2,4,-3,-5,-3,0,0
-1,-2,-4,-2,0,-2,7,-4,0,-1,-1,-1,-31,-1,1,1,0
-2,0,1,3,22,6,-4,-2,-1,0,-1,0,4,1,3,0,0
-3,-1,-1,-3,-6,-3,-2,-2,1,1,-2,-7,-11,-4,-1,0,0
0,-1,0,-2,4,5,-2,-1,-1,-2,0,9,14,-1,0,0,0
1,-1,-1,-3,18,4,-2,0,-2,-1,-1,-4,-12,-5,-3,-1,0
0,0,-2,-6,-2,-1,-2,-2,-3,-3,-1,6,7,-7,-3,-1,0
-2,0,1,3,-24,-6,0,0,-2,-1,2,3,0,-1,-1,-1,0
0,0,-3,-7,4,-3,-4,0,-1,-1,0,-6,-12,4,-3,-1,0
-2,-2,-1,-1,8,-6,-3,-1,-2,-1,-1,-1,14,1,-2,-2,0
-1,0,3,6,0,11,2,0,1,0,0,-1,-22,-8,0,-1,0
-1,-2,0,0,2,1,-3,-1,0,0,-2,-4,-13,-10,-2,-3,0
0,-1,-2,1,25,1,-3,-3,-2,1,-2,-2,1,1,-1,0,0
-3,0,-2,-2,-17,-5,-1,-1,-2,-3,-4,-4,16,0,0,0,0
-1,-2,-2,-3,-32,-3,0,-1,0,-1,2,3,-24,-1,0,-2,0
0,2,1,-1,5,6,0,0,0,2,3,6,19,8,-2,-1,0
0,-3,-2,1,1,-1,-1,-1,-1,0,-1,5,3,-6,-2,-1,0
-1,-2,-4,-7,5,-2,-2,-1,0,0,2,2,-7,-1,1,-1,0
-1,1,1,-4,-15,-5,-2,-1,-2,-3,-3,-7,1,-6,-6,-2,0
-2,-2,-1,-1,6,-4,-3,-1,-1,-1,-3,3,-23,4,0,-1,0
0,-1,-2,-2,11,0,0,-2,0,0,1,-3,-12,-2,1,0,0
-2,-3,-4,-4,-1,-4,1,0,-2,-2,-5,-4,-7,-2,-2,-3,0
0,-1,0,1,-5,-6,5,0,0,-3,-4,-5,3,0,-1,-2,0
3,0,5,10,-3,2,2,-2,0,-1,0,-3,-3,-4,1,1,0
-3,-2,-2,-1,6,1,-4,-1,-2,-2,-3,-5,5,-2,-3,-1,0
-1,-1,-1,-2,9,2,-1,-1,-1,-4,0,4,-6,-1,-1,0,0
0,1,4,-1,6,0,-3,-2,-1,0,0,-1,-5,1,-1,-1,0
1,1,2,0,-10,-3,-1,-1,0,-1,-2,1,13,-1,0,-1,0
-2,-1,-4,-2,-8,-2,-3,-2,0,0,0,-1,12,1,-1,-1,0
-1,-3,-2,-3,0,0,-1,0,-2,-3,0,-3,3,-2,0,-1,0
-1,1,-2,-1,-11,-4,-2,-1,1,-4,-2,0,9,4,3,0,0
-3,-1,0,-5,2,5,-1,-1,-1,-2,-2,0,6,-2,-1,-1,0
0,-1,-1,0,-3,-2,-2,0,0,1,2,-2,-8,-1,2,1,0
1,1,-1,-1,-4,-3,0,1,-2,-2,-6,3,5,-1,1,-1,0
-2,-1,19,5,5,1,-2,-2,-3,-2,-8,1,-43,-2,0,0,0
-2,-2,-3,-3,23,-5,-1,0,-1,-1,-4,-5,-6,0,0,0,0
2,0,-3,-3,-12,-5,-1,2,0,1,3,4,6,1,-2,-3,0
-2,-1,-2,1,0,-4,-1,-2,-1,0,0,-1,-15,-4,3,1,0
0,-2,-5,-2,7,5,0,0,-1,-2,1,-4,4,-4,1,-2,0
-1,-3,-3,-1,-8,-3,-3,0,0,0,2,0,8,-5,-4,0,0
-1,-1,-2,1,6,-2,-1,-2,-2,0,-1,-4,-12,2,-1,-1,0
-2,-3,-2,3,14,-6,-1,-2,-3,0,1,-6,-14,1,0,-1,0
0,-3,-7,-1,-8,3,1,-1,1,-1,-1,3,15,-1,0,-1,0
0,1,2,-4,-13,-1,2,-1,0,0,1,-4,10,-5,-2,-2,0
-2,-1,-3,2,11,-5,-6,-1,2,1,0,-8,-33,6,3,2,0
-3,-2,0,11,27,1,1,-3,-1,1,-1,0,9,2,-4,-1,0
0,-1,-1,-3,-4,-4,3,-3,-1,-2,1,0,17,-4,-3,-3,0
-2,-1,1,-3,-15,-1,-3,-1,1,1,0,-1,6,-1,-3,0,0
-1,-2,-1,-3,-15,-6,-1,-1,-1,-2,-3,-3,12,4,-3,-1,0
-2,-1,-3,-4,-21,-3,-1,-1,-2,-1,3,5,8,1,1,-3,0
-1,-1,-10,-6,4,8,-2,2,-1,0,4,0,-4,-3,1,0,0
-1,0,1,0,9,-1,-1,0,0,2,2,-3,-6,-5,-2,-3,0
0,-2,-5,-7,-9,3,0,-4,-1,-5,-8,1,4,-4,-4,-1,0
0,0,-2,-4,-11,-3,-2,-1,-1,-2,-2,0,-5,3,-2,1,0
-1,-1,2,8,4,-2,0,-1,-1,0,1,8,34,-3,-1,-1,0
1,-2,3,-1,-21,0,1,3,-1,0,1,-1,7,1,-1,0,0
-1,3,3,-3,-18,0,-2,0,-3,-1,-6,-1,-18,-2,-1,-3,0
-4,-11,-6,-5,1,-2,-3,-5,0,-1,1,-2,4,1,5,1,0
1,0,-5,-3,10,3,0,-1,0,3,3,-1,2,-2,-1,-2,0
-1,6,-7,-5,-8,0,-3,-1,-3,-6,-1,-2,-8,-7,-4,-3,0
0,0,4,0,9,8,-1,-1,1,1,2,6,-7,2,-1,-1,0
2,-2,-3,7,5,-1,-3,-1,-4,3,-6,-7,-3,-4,2,-3,0
-2,-12,4,1,-7,-6,-3,-1,-5,-5,-13,-19,-12,-5,1,-1,0
2,0,3,4,-5,7,2,2,-1,-4,1,10,11,-1,-4,-1,0
1,6,-3,-1,-9,-1,0,1,-3,1,-1,-8,-3,1,-1,-4,0
0,2,5,9,4,-3,1,0,-1,0,2,-8,-11,0,-2,-2,0
-3,-2,-6,-6,5,-1,-2,-2,1,-2,1,1,-2,-4,-1,2,0
-3,0,-4,-7,12,-2,1,-1,1,-1,2,7,-4,-1,-1,-2,0
1,3,8,2,-8,3,1,0,0,-4,-5,0,4,-4,-3,-1,0
-3,-2,-2,-4,-1,1,1,-1,-1,-2,-3,-3,-11,-3,-2,-1,0
-2,-5,-5,-8,0,-1,-2,-3,0,1,3,4,4,4,0,-1,0
-1,0,7,-2,-2,-2,-3,-2,1,-2,-2,1,-3,0,0,0,0
1,3,1,3,17,-1,1,0,-2,-2,-6,-3,11,-2,-1,0,0
-2,-4,4,4,-6,0,-1,-2,-3,-6,-11,-9,-10,1,-1,-1,0
-1,3,3,5,-28,-6,-1,0,-2,1,3,4,11,1,-1,0,0
-1,0,-2,-3,6,0,-1,-1,0,-1,-2,-1,-22,-6,0,-1,0
0,-2,0,7,37,4,-1,-2,1,-2,4,-2,-20,-5,-2,0,0
-3,0,-2,-4,-10,-1,-1,0,1,-1,1,1,7,2,-1,-2,0
-1,-4,-5,1,3,-3,-3,-3,1,-1,4,1,-6,-2,-1,0,0
-1,0,-2,-5,-38,-3,0,-1,0,0,-1,0,56,7,1,-2,0
0,0,0,-3,16,-11,5,-2,-1,-2,0,1,-18,-3,-11,-1,0
-1,-1,-4,0,14,-5,-3,-1,-1,-3,-3,-5,-23,10,1,0,0
-2,-1,-2,-2,3,1,-2,-1,0,0,0,-1,7,0,0,1,0
-1,0,5,4,10,-4,0,-1,-2,1,-3,-11,-15,-6,-8,-1,0
-1,0,-1,3,19,-1,0,-1,-2,-3,0,10,-11,4,5,-1,0
-3,-3,-2,-4,6,-2,-2,-2,0,0,0,1,-9,-4,2,-1,0
-1,0,-3,-6,-19,5,0,0,-1,0,-6,-2,-1,-3,1,-1,0
-1,1,5,2,9,2,-1,-1,-1,0,-1,-1,-4,-3,-1,0,0
-2,-3,3,-8,3,-7,-4,-2,-3,0,-1,-3,-33,-6,-2,-1,0
3,2,-3,3,17,15,4,1,-2,-1,-1,0,-8,-2,-2,0,0
-3,-5,-7,2,-4,-1,-2,-1,-1,-2,9,1,25,-1,1,-1,0
0,-1,-9,-6,-9,-8,-1,-1,1,0,8,6,20,3,0,-1,0
-1,-2,-4,-9,-20,0,-3,-1,0,-3,-4,-4,1,-8,0,-2,0
-3,-2,-6,-3,3,2,-1,-2,2,1,0,9,38,11,0,0,0
-1,-1,0,0,-26,-7,-3,-1,0,-1,0,-7,13,1,-2,0,0
-1,-1,3,0,-53,-6,-2,-2,-1,-1,-5,-1,-15,-8,-1,-2,0
-3,-3,-1,-2,-3,-3,4,-1,1,3,0,2,15,9,-1,0,0
-1,-3,-2,0,21,0,-3,-1,-2,-1,1,2,-12,0,0,-1,0
-1,0,-2,-2,-7,2,-3,-2,-3,-3,-3,-8,18,-5,-3,-4,0
-2,-2,0,0,-16,2,0,0,0,-1,-3,1,15,-1,-2,-3,0
0,2,2,1,7,-4,-1,0,-1,-3,-3,-5,-3,-1,1,-1,0
-2,-4,-12,0,-19,-3,-4,-2,-2,1,13,-2,-15,0,1,-2,0
1,-3,-3,-10,25,2,-2,-1,-3,2,2,8,-17,-2,-1,-2,0
-1,-2,2,-1,10,-8,1,-1,-1,-2,-8,-4,-3,5,-2,-2,0
0,0,-2,-3,-20,1,-1,-1,-1,0,0,-3,4,-3,-7,-1,0
-1,0,0,-3,18,0,3,-2,0,0,-1,7,-11,10,2,1,0
-1,-1,-1,-2,8,-1,0,-1,0,-1,-3,-3,-27,-3,-1,-1,0
1,0,4,4,24,-2,0,-1,0,-1,-3,-12,-19,-10,-1,-4,0
0,-1,2,8,-3,0,-7,-2,-2,-3,-5,-2,14,-1,1,0,0
-2,-2,2,4,-11,-1,-2,-2,-1,-2,-3,-2,-7,1,-1,0,0
0,1,1,1,-20,3,5,0,-1,0,-1,0,15,-3,-1,-2,0
0,0,2,-7,-11,-4,-3,-1,-2,-2,-5,-1,8,-4,-3,0,0
-2,-3,-4,1,-22,-5,-1,-1,0,0,8,-6,1,4,1,0,0
0,-1,-3,3,-2,-10,-4,-2,0,2,1,2,6,5,0,-1,0
0,-3,-2,0,5,0,-4,-1,-3,-2,-6,1,-9,-3,1,-2,0
-2,-3,-1,-2,15,0,-2,-1,0,-1,-2,0,11,8,1,1,0
0,1,2,-2,-8,-3,-2,-1,1,0,1,4,-3,8,1,0,0
0,-1,1,-6,3,2,0,-1,-1,-3,-2,-5,-13,-27,0,-3,0
-1,-1,1,7,40,18,-4,-1,-1,0,1,1,-13,-14,5,0,0
0,-1,-4,2,-9,0,0,-1,0,-2,-2,-5,6,5,-2,0,0
-1,-1,-2,-4,-24,-6,-3,-3,-1,0,-1,-4,6,2,0,-1,0
0,0,1,-3,-3,2,0,1,1,-1,-1,6,1,-1,-2,-2,0
-1,-1,-1,2,4,-4,2,1,-2,0,-3,-3,7,4,-2,0,0
-2,1,2,-5,-14,-4,1,1,0,0,1,1,8,5,-2,-1,0
0,0,-2,-1,10,-24,-4,-3,-1,-3,-3,-6,9,13,-5,-3,0
-1,2,-1,-3,-12,-7,2,0,-1,2,4,2,-48,-5,0,0,0
-1,-2,-5,-2,2,1,-1,0,-1,-2,0,-1,-8,-11,-4,-3,0
1,0,-2,-1,27,-5,-3,-1,-2,0,-1,-5,-16,-1,-2,-2,0
-1,1,0,6,-14,19,2,-3,-1,-1,0,6,21,-8,0,-1,0
-3,-1,0,6,1,5,0,-2,0,-2,-3,-6,2,1,-1,-1,0
-2,-1,0,-6,-4,-3,-1,-1,-1,-2,-3,2,-3,2,0,0,0
1,2,2,2,3,6,-1,-1,-2,-1,-5,-7,4,-17,-1,-3,0
-3,-1,-5,-4,-13,0,-1,-1,-1,-1,6,2,5,7,-1,-1,0
-1,-2,-5,-5,-8,-6,-1,-2,0,-3,-2,0,6,3,-1,-2,0
2,-2,-2,3,-1,0,2,0,-3,-2,-4,-4,-11,-6,0,-1,0
-1,1,3,-2,-7,4,-1,-1,-1,-1,-3,3,14,3,-1,1,0
-1,1,4,-1,9,-1,2,0,1,0,1,1,-32,-13,-2,1,0
-1,-4,-6,-10,-8,3,-2,-2,1,-1,-3,8,16,7,-4,0,0
-2,-4,0,12,29,-2,0,0,-3,2,-3,-7,5,1,-3,-1,0
-2,0,-3,-6,-28,-6,-2,0,-2,1,1,1,-1,-5,-2,-2,0
1,-2,-2,-9,-10,-5,-1,-2,-1,-1,-3,2,4,10,1,0,0
0,-1,-2,1,-7,-3,-2,1,-2,-2,-2,-4,-2,-3,2,-3,0
1,-1,-4,1,-1,-9,3,0,-1,0,3,-1,-7,36,-1,0,0
0,1,3,0,9,0,-1,0,-1,2,-2,-4,23,6,0,0,0
0,0,0,2,-36,-12,-4,-1,-1,-2,-4,-5,-3,-10,2,1,0
-2,-2,4,-5,-18,7,1,0,1,-3,-1,6,24,-6,-1,-1,0
-1,-1,-4,-3,15,0,-1,-1,1,-2,-1,1,-1,-12,-2,0,0
-1,-2,-2,-1,19,4,-3,-2,1,0,0,-7,-17,-8,0,0,0
0,0,2,-4,-17,6,-2,0,0,1,2,3,10,-3,0,0,0
-5,-5,-7,0,10,7,-1,-1,-1,-2,1,9,6,-6,-2,-2,0
-2,-3,-2,-4,0,4,-1,-2,1,1,4,4,-10,-9,2,1,0
1,0,0,-1,8,-3,-1,-2,-2,-1,-2,-5,-8,5,0,-2,0
-1,0,1,-2,25,-4,-3,-1,1,1,0,-2,-24,-14,-1,-1,0
-3,-4,-7,-10,-36,0,-9,-1,-1,-2,1,19,20,31,3,-1,0
0,0,5,-3,11,0,-1,0,-3,-3,-4,0,5,-2,0,-2,0
1,-1,2,2,1,-8,-2,-1,-2,-3,-6,-9,-25,-13,-4,-1,0
-3,-1,-3,-3,3,-3,-2,-1,-1,0,0,-3,-14,7,-3,-1,0
2,1,2,7,16,1,6,1,0,-1,-2,-11,-12,-5,-1,0,0
0,1,5,7,2,-4,2,-1,0,0,-4,-12,-2,7,-1,-1,0
-1,-1,-1,7,10,-4,1,-2,1,1,0,-1,7,1,-2,0,0
-1,-2,-3,-3,-23,-2,-3,0,-2,-2,0,1,3,-6,0,-1,0
1,-1,1,-1,-3,-1,0,-1,0,-1,0,-4,-1,-2,-2,1,0
0,-1,-4,-5,7,-2,-1,-2,-3,-2,0,0,-11,-2,0,0,0
-2,-3,-6,-3,27,2,0,-1,-2,0,3,-3,-56,-11,-3,-1,0
-1,-2,-1,1,25,9,2,2,-1,-2,-2,4,8,-4,0,-2,0
0,-1,1,11,6,-7,-3,0,-1,2,-1,-4,1,-5,-3,0,0
-1,-1,-3,-4,-18,-1,-1,-1,-2,-1,-4,-5,10,-3,-2,-1,0
-1,0,1,-2,12,2,1,1,0,-3,-1,-3,-4,1,0,-2,0
-1,-1,-5,-3,11,-7,-5,-3,-1,-2,1,4,-43,-2,-2,-1,0
0,2,2,8,4,15,-4,3,0,1,0,1,43,13,17,1,0
-1,-1,-2,-10,-3,-1,-1,-2,-1,-4,-1,3,14,-10,-4,-1,0
0,-1,-2,-2,-13,-10,-6,-2,0,0,0,-1,-10,-2,-7,-2,0
-1,-1,-2,1,-1,0,0,-1,0,0,-1,-2,-1,-1,1,0,0
1,2,2,-2,-12,1,4,-1,-1,-2,-4,-1,6,-3,-5,-1,0
-2,-1,0,0,-10,-31,-1,-3,-1,-1,-2,-6,18,29,-3,-1,0
1,-1,-3,-4,-14,-15,4,0,2,-1,-1,6,0,6,2,1,0
1,1,3,9,-12,7,0,2,0,-1,2,3,27,-8,0,-1,0
-2,-4,-3,-7,2,-5,-1,-3,-2,-4,-7,-12,-12,-10,-7,-4,0
-5,-2,-6,-6,-11,-6,3,-2,1,1,1,1,-3,12,0,-1,0
-1,0,0,-2,-12,-1,-5,0,-1,-1,-2,-11,17,4,-3,0,0
0,4,4,15,0,6,-7,-1,1,-1,-5,3,-5,-16,10,-1,0
-1,-1,5,-1,-15,0,0,-2,-2,-2,-1,-1,-11,-7,-1,-1,0
0,-3,-7,-9,5,6,-1,-1,1,0,-1,-1,35,-4,-1,0,0
0,1,-1,0,-20,-3,-4,-1,-2,-1,-3,-4,-1,0,-1,-2,0
1,-1,2,-2,-2,6,-1,0,0,0,0,7,-6,-2,-1,-1,0
-2,-3,-5,-8,10,3,1,-1,-3,-2,-1,3,1,2,-3,-1,0
1,2,-1,-1,1,1,-4,0,-1,-2,-2,-6,-11,0,-3,-2,0
0,1,2,4,31,5,1,-1,0,-2,-1,-2,-36,1,0,0,0
-3,-3,-2,-4,3,1,-1,-1,-3,0,-2,-8,-28,-12,1,-1,0
-2,-2,-4,-4,-6,-2,-2,-3,1,-1,1,5,13,1,-1,-1,0
-2,-2,0,-1,8,2,-3,0,-1,1,0,1,0,0,-3,0,0
-2,-2,-2,5,11,-1,0,-1,-1,-2,-8,-4,-16,-6,0,-2,0
-2,-1,12,-2,-21,-5,-3,-3,-2,-3,-6,-2,19,3,-1,-2,0
0,1,-2,13,5,7,0,-1,1,2,0,5,17,5,-1,-1,0
1,-1,-3,1,-20,1,1,1,-2,-1,2,-9,-23,-6,-4,-1,0
1,-1,-1,-9,-7,-5,0,-2,0,0,1,2,20,-1,-1,0,0
-1,-1,-2,-1,17,6,1,0,-1,-2,3,-3,-30,-2,1,-1,0
-1,-3,-5,4,4,-4,-2,-1,-2,-2,0,-2,-3,-9,-6,-2,0
-1,1,0,-3,-12,1,1,-1,-2,-1,-1,1,33,1,1,-1,0
0,-1,-2,-7,7,-3,-1,-2,-1,-1,-2,-2,-16,-9,-1,-1,0
0,-2,-2,8,0,20,4,2,0,0,-4,-3,5,-2,-3,1,0
0,-1,5,-1,-7,2,1,-1,-2,-1,-1,-1,3,-18,3,-2,0
0,-1,-6,-7,2,-6,-3,-2,1,0,-1,2,7,20,1,0,0
0,0,0,3,0,-5,3,1,-1,0,1,3,-9,9,-2,1,0
-1,-3,-4,-4,9,-14,9,0,-2,-2,0,-1,-8,-9,-3,-1,0
-2,-2,-2,-5,-10,0,-6,-3,-1,0,0,0,19,24,3,1,0
-1,-2,-3,-3,0,-6,-6,-3,-1,-1,-1,-1,1,-1,-2,0,0
-1,2,-1,-6,-26,2,3,0,-3,-2,1,7,-12,-10,-4,-3,0
-2,-1,-2,-5,-18,-3,0,0,0,0,2,12,24,3,0,-2,0
1,0,0,-7,17,-4,-2,0,2,0,0,7,-6,1,1,0,0
-2,-2,-4,-7,9,4,-1,-2,0,1,1,-4,-24,-9,-1,-2,0
-3,-5,-4,-4,-1,2,-3,-1,0,0,1,-8,-4,2,-3,-2,0
-1,0,1,3,-3,-13,-3,-1,0,-2,-3,-1,-19,2,0,0,0
-1,0,-3,-1,6,-1,-3,-1,-1,-2,-1,-6,-5,-7,-2,-2,0
0,0,1,5,40,19,4,0,-2,0,-4,-4,10,-17,3,-1,0
-1,-1,2,6,-12,7,1,1,-2,-1,-2,-5,-6,-6,-1,-1,0
-3,2,1,1,-11,-6,-1,-1,0,-3,-1,-2,-9,1,-2,-3,0
0,-2,-5,0,13,-13,-1,-1,-2,-2,-1,-3,-4,8,-3,-1,0
1,2,5,1,-1,-3,1,0,0,-2,-4,-2,12,3,-3,0,0
0,-2,1,0,-20,5,0,0,0,0,-1,-4,-1,-12,-2,-1,0
0,-1,-1,3,19,-2,-2,0,-2,0,2,-1,-16,-10,-3,-1,0
0,-3,-4,2,20,15,-2,-1,-2,-3,-4,-6,-13,-7,-2,-2,0
0,2,-2,-8,-4,7,-3,-1,-1,0,0,7,22,-7,-1,0,0
0,2,2,6,-20,5,3,0,0,0,1,4,7,1,-1,0,0
-2,-3,-3,-1,-14,-8,-2,-2,-2,0,1,-3,12,2,-2,0,0
-3,-2,-4,-7,-5,-9,-5,-1,-1,-3,-3,1,11,10,3,1,0
-2,-2,-2,-4,-2,-12,-9,-1,0,-1,0,-2,-11,4,1,0,0
-1,-2,0,-3,-1,-4,-2,-1,0,1,-1,-4,-33,-3,0,-1,0
0,1,2,10,22,2,0,-1,-2,-1,-3,-1,-4,0,-2,-3,0
-1,1,-2,-6,1,-4,-3,-2,-1,-2,1,0,-5,4,-1,1,0
-1,-3,-3,-7,-4,3,0,0,-1,-1,-3,-8,-32,-2,-4,1,0
1,0,1,9,26,-6,0,0,0,0,1,14,16,5,1,-1,0
-3,-5,-1,-3,-18,-6,-3,-1,1,-2,-2,-2,11,7,8,-1,0
-1,-2,-3,-8,-19,-7,-3,-1,-1,-3,-4,-11,4,-8,-3,1,0
-2,0,-1,13,-5,7,0,-1,-2,1,0,-5,8,2,-3,-2,0
0,-3,-1,3,-3,14,-3,-1,-1,-1,-3,0,-5,3,1,1,0
-1,0,-1,-4,18,-5,0,-1,-2,-3,-2,-1,-13,-26,0,-1,0
0,0,-1,-1,-8,14,9,-2,0,0,2,1,18,6,1,0,0
-2,0,0,-5,-9,-3,-3,0,-1,-1,2,6,3,1,-3,2,0
0,0,-2,-8,-7,1,1,1,1,1,1,11,-9,-7,-1,-2,0
0,-1,2,-1,-2,0,3,-1,-3,-1,-3,0,-3,2,-4,-2,0
-3,-2,-3,-6,-4,-5,-3,-2,-2,-2,-5,-8,4,-28,-10,-1,0
0,0,-2,0,4,61,9,1,-1,1,2,3,-25,-23,-4,-2,0
-1,2,1,-1,10,7,-3,-1,-5,-4,-1,-6,-2,6,-1,-3,0
-1,0,0,5,-4,-16,0,0,1,-1,1,0,-1,13,2,-1,0
-2,-4,-5,-7,-2,-16,-2,-2,-2,1,1,5,18,-2,-5,-2,0
0,-2,-4,-10,-21,-6,4,0,-1,0,-2,0,13,22,-2,0,0
1,1,3,6,29,-39,-6,-1,0,-1,2,-3,17,15,1,0,0
-2,-2,1,0,-33,-13,0,0,1,0,-1,4,5,10,3,1,0
-1,0,-1,-4,-9,-5,-5,-1,0,-1,-2,-4,-4,-5,-4,-2,0
-1,-2,-2,0,-23,6,-1,0,-2,-4,-1,-5,5,-20,-2,-3,0
-2,-1,0,1,-34,6,0,-1,1,2,4,4,50,6,4,0,0
1,0,-1,0,-28,1,-1,0,-3,-4,-4,1,7,-22,-3,-3,0
-2,-3,-6,-5,0,29,-1,-1,0,0,-2,1,-17,-13,1,1,0
