Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
0,-2,3,-3,-3,-5,-1,-5,-1,-1,-2,0,-1,1,0,0,0
0,0,-1,0,1,0,-1,-1,-2,0,-6,-1,1,0,0,0,0
-1,0,2,-3,-1,-1,0,0,-2,-4,-2,4,-2,-1,-3,-2,0
-2,-2,0,1,-2,-3,-2,-1,1,3,0,0,-1,-2,-1,1,0
0,-1,-1,-3,-5,-2,-3,-1,-2,-1,-6,0,4,0,-2,1,0
0,-1,10,2,-2,-1,2,0,-3,0,-2,-1,-4,-2,-3,-2,0
0,0,-5,-1,-1,-1,0,0,-1,-1,-2,0,0,-2,-1,-3,0
1,-2,-1,-4,0,0,0,1,-1,-2,5,0,1,-3,-1,-1,0
0,0,-4,0,2,0,-1,0,1,-1,2,-2,-2,-4,-1,0,0
0,-1,-9,-3,1,0,-2,-3,0,2,9,1,-3,1,0,-2,0
-3,-2,-3,1,-1,-4,-2,-3,0,0,-4,-1,-2,1,0,-1,0
-2,1,-2,-2,-2,-1,-1,-2,-2,-3,-6,-3,1,-1,2,-2,0
0,1,-2,0,-1,0,0,0,-4,0,4,0,1,-1,-3,-1,0
-1,-2,2,1,1,-3,-2,-3,-3,-3,-3,-1,-4,-1,-1,2,0
-1,-3,-1,-1,1,-1,0,-1,0,-1,0,-3,-2,-3,2,0,0
0,0,-1,0,-1,0,-3,-2,-1,-1,2,0,1,-3,-6,-3,0
-1,0,0,-2,-1,0,0,-1,-1,0,1,0,-2,0,-2,-1,0
-1,-2,-1,-3,0,-2,0,-1,0,2,0,1,-1,1,0,-2,0
-1,0,-2,-3,0,1,-2,0,-2,-3,0,-3,-1,-1,0,-2,0
-2,-5,-2,-3,-2,-1,0,1,0,0,-3,0,1,-2,0,-1,0
1,-1,2,0,-1,-2,-3,-1,-1,2,-1,0,-2,-1,-2,0,0
-2,0,-1,-1,0,0,-1,-3,-2,-2,-3,-3,1,0,0,0,0
1,-3,5,2,-3,-1,0,-2,-1,-1,-5,-2,0,-1,-3,-5,0
-2,2,-1,2,-2,-1,-2,-1,1,-2,-3,-1,-2,2,-2,-2,0
1,0,-1,0,1,-2,0,1,1,-3,4,-1,-2,0,0,-3,0
0,-2,-2,-2,-3,0,-2,-1,-1,0,-1,0,0,-1,-1,0,0
0,-2,-3,1,1,-3,0,-1,1,-1,1,-1,0,-3,-2,-1,0
1,1,-3,-1,0,-1,-2,-2,-3,-4,0,-2,-1,-1,-1,-4,0
0,-3,0,0,-1,1,-2,-2,0,-2,1,-2,-1,1,0,-1,0
-2,-2,-1,-1,-1,-1,-1,-2,-3,-3,3,0,-1,-2,-2,-2,0
-4,1,1,-2,-1,1,0,0,-1,0,-3,3,1,-1,1,-2,0
-3,-3,-2,0,0,-4,1,-2,-1,0,-3,-2,-3,-3,-1,0,0
0,-2,-2,-3,1,-1,-4,1,0,1,4,-1,0,0,-1,2,0
0,0,-3,-2,-1,-1,0,-2,2,1,0,1,0,-2,-2,-2,0
-1,-3,-2,0,1,2,2,1,-1,0,-2,-1,-2,1,0,-2,0
0,-1,1,3,-1,-1,1,0,-3,-4,2,1,-1,-2,-1,-3,0
-1,-1,-3,-1,-1,-3,-1,-2,-2,-1,0,-2,-3,-2,1,1,0
-3,-2,0,-3,1,-3,-2,-1,-1,1,-4,0,-1,0,-1,0,0
-1,1,-3,-2,-1,0,1,0,0,-1,-4,-2,-2,-2,-4,-3,0
-1,0,-1,1,2,0,-2,-2,0,2,2,-5,-1,-2,-1,0,0
1,0,-1,-1,0,0,0,-1,-2,-1,-3,-1,-1,-3,-1,-1,0
0,-1,4,-3,-3,1,-1,-1,-1,0,-5,-2,1,0,-1,0,0
2,-1,0,2,-3,0,3,0,-1,-2,0,-1,1,2,-2,-3,0
-1,-2,0,-2,-3,0,-2,0,-1,-1,-1,-2,0,-1,-1,-2,0
-3,0,2,-1,1,0,-4,-2,-3,0,-2,-2,1,-2,0,-1,0
-1,0,-4,-3,0,-2,0,0,-3,-5,1,1,-1,0,-2,-2,0
-1,0,-3,-2,-1,-3,0,-1,-1,1,-2,2,0,-1,3,-1,0
-2,-3,1,1,2,-1,-2,-13,0,-2,-1,0,-3,-2,-3,1,0
1,1,-2,-2,-3,0,-2,0,0,-1,-2,0,-1,-2,1,4,0
0,-1,2,-2,-1,-1,-2,1,-1,0,-1,-1,1,0,0,-1,0
-4,0,0,-3,-1,0,-2,-4,2,-2,2,-3,-3,-1,-1,-2,0
2,0,-2,2,-2,0,0,2,-2,-4,-1,-3,0,-2,-1,-3,0
-1,-3,-2,0,0,0,1,-3,-3,1,-1,-1,-2,0,-2,-1,0
-1,1,-3,-3,-4,-3,1,-1,-1,-1,-1,-1,-1,0,-1,-2,0
-3,-1,0,-3,2,-2,-3,-1,0,-3,-2,-1,1,-1,-3,-1,0
-1,1,-4,0,-1,-1,2,1,0,1,-3,-1,-1,1,-4,-1,0
-1,-3,-3,-4,0,-3,-2,-2,0,-3,5,4,0,2,0,-1,0
-1,0,-4,-2,0,1,-1,2,-1,-1,0,0,-3,-2,1,-2,0
2,-1,0,0,-1,0,0,-1,0,-2,-4,-2,0,-2,-4,0,0
1,-3,0,2,1,-2,-2,-1,-3,0,-2,0,0,0,-2,-1,0
-1,-2,1,-1,-2,-2,0,-1,-3,1,1,-2,-1,-1,0,0,0
-1,-1,1,0,0,-2,1,-2,1,-1,-3,-1,1,-2,-3,-2,0
-2,-1,-1,-1,-2,-2,-1,-2,-4,-2,0,-4,-1,-1,-2,-2,0
0,-1,4,0,1,-1,-1,0,-1,-1,-3,-1,1,-3,-2,-4,0
-3,1,-2,0,-2,-1,-1,-2,-1,-2,-1,-3,-2,0,2,1,0
-3,0,-1,-3,0,-1,-4,-1,-2,-2,0,0,-4,2,3,0,0
-2,-3,1,-1,0,-2,-2,-2,0,4,1,0,1,-2,1,-2,0
-2,-3,-5,-4,0,-1,-3,0,-2,-1,-1,0,-1,-1,1,-1,0
0,0,0,-2,-1,-2,-3,1,-2,1,-3,-1,0,0,-5,1,0
-2,1,-1,-1,-3,-2,-1,-1,2,-1,3,-3,0,-1,-2,-1,0
-3,-2,-2,2,-2,1,-1,-1,0,-2,0,0,-1,-3,-2,0,0
-1,-2,-2,1,-1,-1,-2,-2,-3,-1,-2,-1,-1,-3,-1,-3,0
-1,-2,-6,-1,1,1,0,0,1,-1,1,0,-1,1,-1,0,0
0,-2,0,-3,-2,0,-1,0,-2,-2,-2,-3,1,0,-1,1,0
-1,-1,2,-2,0,-3,-1,-3,-2,-2,-2,-1,-1,-2,-1,-1,0
1,1,-1,0,0,1,0,-1,-2,2,-1,-2,0,-1,-3,0,0
1,0,-5,0,-2,-1,-1,0,-2,-1,5,1,0,0,1,0,0
0,-1,-2,-1,-1,-2,1,-2,-1,-1,0,1,0,-2,-1,-1,0
-3,0,-2,0,0,-2,-3,-1,-1,-1,-5,-4,-3,-2,-2,-3,0
-4,-3,2,1,-1,0,-3,-1,-1,-3,3,2,2,-1,0,-1,0
0,1,0,-2,-1,-1,0,-3,-2,-2,-5,-2,0,-1,0,-1,0
-2,-3,2,0,1,-1,-3,1,2,-3,-5,-6,0,0,0,0,0
0,2,2,2,0,-1,2,0,0,-2,-3,1,0,-3,-2,-1,0
-3,0,2,-1,0,-1,-1,-3,-2,-1,-3,-1,-4,0,-1,-1,0
-3,-3,0,0,0,-3,-4,-2,0,-3,0,-1,-1,0,-1,-2,0
0,-1,-3,1,-2,-1,1,-2,-3,0,-2,0,-1,0,-2,-1,0
12,-3,1,-1,-2,0,-1,2,-3,1,-2,-3,-2,0,-3,-2,0
-3,-3,0,-3,1,1,0,-1,0,1,0,-3,-2,-2,-1,-2,0
-4,-4,-1,3,-1,-2,0,0,-1,-2,-3,-1,0,-1,-2,-1,0
2,-1,-1,3,1,-3,-3,-2,0,-2,-2,3,0,-1,1,-1,0
-4,1,0,0,0,1,1,-1,-1,-2,1,-6,-1,-1,-1,-2,0
-2,0,0,0,-2,0,-1,-2,0,-2,0,0,0,-3,-3,0,0
-1,4,-4,0,2,1,-2,-1,-1,-2,7,0,-1,-2,0,0,0
-4,-6,-2,-4,-5,-1,-3,-1,0,6,5,5,-2,1,0,-1,0
2,-2,3,0,4,-1,-2,1,-1,-3,-3,0,-2,1,0,-9,0
-4,1,0,0,0,-1,-1,-1,-3,-4,-1,-4,-2,-2,-2,-3,0
-6,-5,-8,-4,-3,-1,1,-1,4,-2,5,3,2,1,-4,0,0
2,0,-1,-4,-2,-1,-1,0,-3,-5,-6,-2,-2,-1,-1,-3,0
-3,-1,3,0,0,0,-1,-3,-1,-1,-7,1,0,-2,1,0,0
-4,1,-4,-2,-1,0,-1,-2,-2,-1,4,0,2,-1,-4,0,0
0,-3,1,-4,-3,0,-2,-2,-3,1,-1,0,-3,-1,1,3,0
1,4,1,0,-1,0,-2,1,3,0,-1,0,0,-1,1,-1,0
-2,-1,0,-3,-1,2,-1,2,-1,1,3,-3,-2,-2,-2,6,0
-2,-4,-18,-2,0,0,-2,-6,-3,-10,15,-1,-1,1,-1,2,0
2,-3,-25,-3,-3,-4,-1,-23,-5,20,24,5,3,2,2,8,0
1,4,28,0,0,-2,-1,4,-3,1,7,-1,-5,-1,-2,5,0
0,-12,-30,1,5,-1,-2,-2,-1,-4,-9,-4,-5,-2,-4,-7,0
1,-2,-11,0,3,0,1,-2,-3,-2,1,-1,0,-1,-1,-6,0
-2,2,18,-3,-3,-2,0,4,1,-4,-5,-2,-4,-1,-1,-3,0
1,1,0,-1,-1,1,-1,1,-2,-3,-8,-2,0,-2,0,-1,0
-2,2,5,1,1,-2,-1,2,2,-2,0,1,1,-2,-1,0,0
-1,-5,-3,-4,0,0,-1,-4,-1,2,-4,-2,1,1,1,-2,0
-3,-1,6,-1,-2,0,-1,4,-3,-2,-1,-2,-3,0,-2,-3,0
1,1,-8,0,-2,-3,0,-1,3,10,7,-3,1,-1,-2,-5,0
2,-3,2,0,1,1,1,4,0,-3,-4,-1,-2,-1,-2,-2,0
-4,-11,7,-3,-4,-2,1,3,6,18,7,6,1,-2,0,1,0
-2,-10,-15,-3,1,-3,-2,-5,0,2,-8,-1,-1,-2,0,-4,0
1,-5,7,2,-1,0,-1,-3,-4,-8,-26,-2,-1,0,-2,-1,0
-3,4,13,0,-3,-1,-1,3,-2,-5,-5,-1,-1,-1,1,0,0
-1,4,-3,1,2,0,-2,-4,1,-3,6,-2,-1,-3,-1,-2,0
0,5,-1,-2,-1,-1,-1,2,0,-5,-3,-3,-1,1,-2,-2,0
-1,1,-2,0,-2,1,0,-3,-1,-2,-3,-2,-3,-3,0,-1,0
0,-1,7,-1,0,-3,-4,3,-3,3,0,-2,-2,-1,0,1,0
0,-4,-3,-2,0,-2,-1,-1,-1,-7,-3,-1,1,-1,1,-4,0
-3,-1,-4,-2,-2,-1,0,-5,-1,-8,-6,-1,-1,-2,-1,-4,0
-2,2,-1,0,1,0,0,-1,-2,-3,4,-1,-3,-1,-1,0,0
1,2,-16,-5,-4,0,0,2,0,0,8,-2,3,-1,-2,-2,0
-2,1,-11,0,1,-1,-3,-2,-4,1,5,-2,-4,-2,-2,1,0
-3,1,8,2,-2,0,-1,2,-1,0,-10,-2,0,0,0,1,0
-2,0,-1,1,1,-1,0,1,0,-3,1,1,4,1,-3,-1,0
0,2,4,1,0,0,2,-3,-2,-5,-3,0,-1,-4,2,-1,0
-2,-1,2,-3,-1,-4,1,-1,-1,2,-9,-5,0,-1,-2,-2,0
-3,-7,2,0,-3,0,-2,-3,-1,10,4,0,-2,-1,-2,-1,0
1,-4,2,1,0,-1,-2,-4,2,-4,-3,-1,-2,-2,0,0,0
-1,-1,-4,-3,-1,-2,-3,-3,1,-7,4,1,1,-1,-3,-2,0
-1,0,0,0,-1,-1,0,0,-2,-1,-10,-1,-3,0,0,-1,0
0,1,5,1,2,1,-1,0,-1,-2,-4,-3,0,-3,-1,0,0
-1,-2,1,2,-4,-2,-1,-4,-1,1,3,-2,1,0,-2,-3,0
1,2,1,0,0,-1,0,0,-2,0,3,-1,-2,1,0,-2,0
-1,-4,-8,1,0,0,-3,-1,-2,-2,1,2,-1,-2,-2,-1,0
-1,-2,-2,0,-1,-1,0,-1,0,-2,0,-1,1,0,2,-1,0
-1,-5,0,-1,-2,-1,1,0,-1,1,-4,0,-1,-2,0,0,0
1,1,2,-1,0,-1,-2,-2,-2,-7,-3,-1,-2,-2,0,-2,0
1,4,6,-3,-1,-1,-2,2,-5,-12,-23,-3,0,-3,-1,-1,0
0,1,8,1,0,-2,-1,1,-1,-8,-6,-2,-4,0,-1,0,0
-2,-3,-6,-4,-3,-1,-1,-1,1,3,11,-2,1,0,-1,-2,0
0,-1,-7,-3,1,0,-1,-2,0,-2,-12,3,1,0,0,-3,0
-4,-10,5,-1,1,-2,-2,-4,-1,-1,2,-4,-4,1,0,3,0
0,-7,0,-3,-4,-1,0,1,1,9,-2,2,0,-3,-2,-4,0
-2,-2,-3,0,1,-2,1,-4,-1,6,-3,-2,1,0,0,-2,0
-4,-3,0,-2,0,0,0,-2,1,9,27,2,-1,2,-2,4,0
1,1,8,0,0,-3,-2,1,-2,1,-6,2,-1,-1,-1,-2,0
-4,-4,3,-5,-4,-4,0,1,-2,-1,-21,-1,-1,-2,-3,-1,0
2,-2,7,2,1,-1,-2,0,0,1,15,2,0,1,-3,1,0
2,14,-4,1,-2,0,1,-7,-5,-19,-7,-1,-1,-4,1,-4,0
0,3,-1,-1,-4,2,-1,2,-2,-10,-16,-1,-2,-1,-1,0,0
-1,0,-7,1,0,-2,0,1,-1,3,13,-2,-2,-1,0,-1,0
-3,-2,-11,-1,-2,0,-2,0,2,-1,4,3,1,0,0,-1,0
-3,-7,-10,0,-3,-3,-1,-3,2,11,-7,-2,-1,0,-4,-3,0
-1,-2,4,-2,1,-1,-1,-1,-1,-2,4,2,-3,1,-2,-2,0
-1,-3,1,0,-1,-1,-3,1,-1,-2,1,-3,0,-2,2,1,0
-1,0,-12,-2,0,0,1,1,-2,-1,0,0,-1,-3,-2,-2,0
0,4,6,-1,-1,0,-1,1,0,-4,0,-1,0,0,-3,-1,0
1,-3,-5,-3,0,-2,0,-1,-2,8,6,1,0,-2,2,-1,0
-2,-11,-1,-2,0,0,-2,-1,-1,6,-4,0,-1,0,0,3,0
3,3,9,-1,0,-1,-2,-1,0,-8,-6,-2,-2,0,-3,-1,0
1,0,3,-2,-2,-1,-1,-1,0,-9,-10,2,2,1,2,0,0
-2,8,15,0,-2,-1,0,-3,-1,2,-4,1,0,0,1,-2,0
-4,-1,10,-2,1,0,-1,-2,1,-5,-3,-2,0,1,-1,-1,0
-2,5,-7,0,0,0,3,1,-2,-3,3,-5,-2,0,-1,3,0
-1,-3,-1,-1,-3,-1,0,1,-4,-2,-9,-1,0,-1,-1,0,0
-1,3,12,-1,-2,-4,0,-5,1,-6,-13,-2,2,-2,1,-4,0
2,9,-1,1,-1,-1,1,1,0,-5,-1,-3,-3,0,0,-2,0
2,7,11,2,-2,-1,-2,0,-4,-6,-13,-3,1,-1,-1,0,0
-2,1,10,0,-1,1,-3,-2,-1,-7,-2,1,0,-2,0,-2,0
1,1,12,-2,-1,0,-1,-1,0,6,-3,1,-1,-2,-2,-3,0
-1,-11,-5,-1,1,-2,-1,-2,-4,-1,0,-1,0,-2,-1,-2,0
-1,0,-10,1,-1,1,-2,-2,0,-4,7,-6,0,-2,-1,-3,0
0,0,1,-1,1,-2,-1,-1,-1,-1,4,-2,-1,-3,0,-1,0
-3,-9,-16,-1,-2,0,1,-1,0,1,4,0,0,1,1,-3,0
-1,-5,-2,3,0,1,-3,0,1,3,9,-1,-1,-1,-2,2,0
0,3,-9,-1,-1,-3,-3,-2,0,-9,1,-1,-2,-1,-3,0,0
-3,-3,-3,1,0,0,1,-1,-3,-4,-2,0,-3,-1,-4,-4,0
-1,3,-5,0,-1,-3,1,-1,-3,-1,-4,-1,-2,0,0,0,0
1,4,0,-5,-1,-1,0,1,-1,-1,4,-3,-1,0,0,-3,0
-2,-5,-3,-1,1,1,-1,-2,-2,-2,4,3,0,-4,0,-3,0
2,3,0,1,0,-1,-3,-1,-2,3,3,-1,-4,0,-2,-1,0
-2,-11,-5,0,1,1,-3,-3,1,6,-1,-2,-1,-1,1,-1,0
-3,-6,-2,-2,-4,-2,0,-2,-1,0,0,1,-2,-1,0,2,0
-1,-4,-12,-1,-1,0,-2,-4,-2,1,8,-4,-1,-1,0,0,0
-1,-2,-3,-1,1,-2,-2,-4,0,-3,-5,-1,0,-1,-1,1,0
-3,0,9,-1,0,-1,-1,0,3,-3,-10,-1,0,-3,-1,-2,0
-1,2,-3,-4,-2,1,1,-1,0,1,0,2,-1,-1,0,-1,0
-4,-6,2,1,-2,1,-4,0,1,2,0,0,0,-1,0,-2,0
0,-5,0,-1,-1,0,0,-1,0,4,-9,-2,0,1,-1,-1,0
0,-8,-2,-3,0,-1,-2,-3,-1,-3,3,0,-1,-1,-3,-3,0
0,4,-3,0,0,-1,-1,2,-1,-5,0,-3,2,-3,0,-1,0
-2,0,-5,-1,-1,-2,1,0,-1,-2,10,-1,-1,1,0,0,0
-2,-4,-7,-1,-2,-3,-2,-1,-1,2,4,-2,0,1,-1,-2,0
1,2,-6,-3,-1,-3,1,-1,-1,-3,-2,0,-2,-1,-3,-1,0
0,0,-11,0,0,0,-3,-1,1,-4,9,1,-2,-2,-1,1,0
-2,4,1,1,0,-1,-1,0,-2,4,0,-4,0,1,-2,-1,0
1,-2,4,1,-2,-2,0,0,0,-2,-4,-1,-1,-1,-1,0,0
-1,1,4,0,-2,-2,-1,-4,0,-3,-14,-2,1,-2,0,-1,0
-3,-2,11,-4,1,1,-1,-2,-2,1,-7,-1,-1,-1,-1,-2,0
2,4,2,-1,1,0,-1,3,-2,1,9,2,-4,-2,1,-1,0
-3,1,-4,-2,-1,-5,0,-3,-2,0,2,-3,-2,1,-3,-1,0
0,-1,-4,-1,0,0,0,-1,-1,-1,-5,-3,0,1,-3,-2,0
-2,-1,-2,2,1,2,0,-1,-3,2,4,1,1,-2,0,1,0
0,-5,-4,-2,-3,-2,-2,0,1,-1,4,0,0,1,-4,0,0
-2,-1,-5,-1,1,-1,1,-1,0,-1,-3,1,0,-1,0,-1,0
0,0,6,0,0,-1,-1,-2,-2,0,-3,1,-2,0,3,-3,0
-2,-4,-5,-2,-1,0,-4,-4,1,-4,-7,-3,-2,-1,-1,-3,0
-1,5,2,-3,0,0,3,1,0,-6,-8,1,0,-2,0,1,0
1,3,-2,0,1,-1,1,-1,-1,-4,3,0,0,-2,-2,-2,0
-1,-2,0,-5,-5,-2,-3,0,-2,0,7,0,1,1,-1,-1,0
-2,-3,-5,-2,1,-1,2,2,0,9,5,-4,-1,0,0,0,0
-1,-12,-21,-1,2,-3,1,-3,-3,0,0,-5,-3,-1,-1,1,0
0,2,3,2,0,-1,-2,-2,-1,-4,15,0,0,-2,-1,-1,0
0,10,-2,0,-1,-1,0,1,0,-6,-1,1,2,-1,-2,-3,0
-2,-1,-2,-1,-2,-2,-2,-1,-1,3,2,0,-1,-1,1,-2,0
-3,-4,-2,0,-2,-1,0,-3,2,-3,-2,-1,0,-3,1,1,0
1,1,6,-2,-2,0,-2,-3,-2,1,6,-2,2,0,-1,-1,0
0,-8,-9,-2,-2,-1,-2,-3,-3,-3,3,1,-2,-1,-3,-2,0
0,2,10,0,-2,0,-2,2,1,0,-18,-1,-1,-1,-1,-2,0
-3,-1,5,3,-1,-3,-3,-1,-2,1,5,-2,-1,0,1,-1,0
-1,-7,-6,-3,0,0,-3,-1,-1,-3,1,4,0,0,0,1,0
-2,0,1,-4,-2,-2,0,0,0,5,-5,3,0,-4,-3,-3,0
-1,-6,-6,-1,0,1,1,-2,0,-1,-9,-1,-3,0,-4,0,0
-1,-5,0,0,1,1,0,-1,-2,2,4,-3,-2,1,-1,-2,0
2,-1,-10,0,1,-4,-1,0,-5,-4,-4,-4,-3,-1,-2,-2,0
-1,-2,4,-1,1,0,1,-1,0,1,-2,-3,0,-2,0,1,0
-1,3,7,4,0,-2,-1,-1,-1,3,-7,1,-3,-1,-1,0,0
-1,0,-2,-2,0,0,-4,-4,1,1,4,0,0,1,-1,1,0
-3,4,-3,-4,-2,0,-2,-2,-2,-1,1,-2,-1,-2,0,0,0
-1,-8,-6,0,1,-2,-1,-1,-1,-3,-6,1,1,-2,0,-1,0
-1,-1,1,1,-4,-2,-3,-2,-1,-3,-4,-4,-2,-1,0,-2,0
-2,3,0,1,1,0,-1,-1,-1,0,-6,-1,0,2,-1,0,0
0,1,7,1,-1,1,1,1,-3,-4,-6,-1,-1,-1,-4,-2,0
1,-5,3,-1,0,-1,-1,-2,-1,0,-8,1,0,-2,-1,-3,0
-1,4,5,-2,0,0,0,-1,0,-4,1,-1,-2,-1,0,-2,0
0,-2,0,-5,-1,0,1,2,-2,-4,4,0,-4,-2,-3,0,0
-1,-4,-7,-3,0,-1,-1,-1,-2,1,-3,3,2,1,2,2,0
-2,-2,5,-1,-4,-1,-1,-2,0,2,4,-2,-1,-1,0,-2,0
-1,-7,-1,-1,0,1,0,-1,-1,7,-3,-1,-1,-1,0,1,0
-3,-2,3,-2,-2,-2,0,-1,-1,-4,-3,1,2,0,-2,-1,0
1,2,2,-1,-1,-2,-1,0,3,0,4,-7,0,0,0,1,0
-1,0,-8,-1,-1,0,0,-2,-2,-5,-3,-4,-3,-4,-1,-4,0
-2,5,10,0,-3,2,-1,-2,0,-3,-4,1,-2,-1,-2,-2,0
-2,7,9,-3,-4,1,0,3,3,0,-16,-3,1,-1,-2,-1,0
-2,-5,-8,-1,0,0,-2,-3,-1,-1,13,-2,0,-1,-4,1,0
-1,0,-2,3,1,-1,-1,-3,-2,-2,8,-1,-2,1,1,-1,0
-1,0,-4,-3,-3,-3,-1,-2,0,-1,-12,-3,-3,-4,-1,-3,0
0,-1,8,1,0,-1,-1,-3,-3,-6,0,-1,-1,-1,-2,-1,0
-1,-4,-3,-1,0,-3,-2,-1,-3,4,10,0,0,0,-2,-2,0
1,-1,-11,1,0,-3,-2,0,-2,2,-4,-3,-5,-1,0,0,0
-2,-2,-1,-2,1,-2,0,0,-3,-4,-5,1,0,2,0,0,0
-1,3,-1,0,3,-3,-2,-2,1,1,-1,-2,-1,0,1,-2,0
-1,0,0,-1,-5,2,0,1,0,-2,2,-1,2,0,-3,1,0
1,-3,-1,-2,1,1,1,-1,-2,-1,1,-2,-1,-2,-3,-3,0
-2,0,-3,-1,-1,-1,1,-1,0,0,1,-1,0,-1,-1,-3,0
-2,-5,0,-1,-4,1,0,0,-2,-1,2,-3,-1,-1,-1,1,0
-2,0,-6,1,-2,-1,-1,-3,-2,-6,-5,2,2,-1,-1,-3,0
-2,0,2,-1,0,-1,-3,-1,-2,1,8,1,-3,-2,-3,-2,0
0,1,-2,-2,1,0,2,0,-1,-1,1,-2,0,-2,0,-2,0
0,-1,-7,-4,-2,1,-2,-1,0,2,0,1,-1,-1,0,2,0
0,-1,2,-1,1,-1,-2,-3,0,-2,-1,-2,-2,-3,-1,-2,0
0,-4,-2,-2,-2,0,-2,-2,-2,0,-1,1,0,1,-3,-1,0
-2,-4,0,-3,2,0,-3,-1,0,-1,-4,-2,-2,0,0,0,0
-1,1,5,1,0,-3,-1,-3,1,-4,-4,-4,0,0,2,-1,0
-2,-4,-4,0,-1,-2,-1,-1,-3,3,4,2,2,1,-1,3,0
-2,-2,-4,-3,0,-1,-2,1,2,-3,-2,0,0,-1,-1,-2,0
0,1,1,0,1,-3,1,0,-2,-4,-1,-3,-2,-1,0,-2,0
-2,2,-1,-1,0,-1,-1,-2,-1,-1,-2,2,0,-3,-2,-3,0
1,-4,-1,0,0,1,0,0,0,0,1,-2,-1,-1,-2,-1,0
-2,-2,0,-1,2,1,0,-2,1,-1,-6,-1,1,0,0,0,0
-1,-3,7,2,-1,-3,-3,-2,-1,0,-1,-2,-4,-2,0,-2,0
1,-2,-5,1,2,-2,0,-1,-1,-1,2,-3,0,-1,-2,0,0
0,0,-4,1,-1,0,-2,0,-1,-1,5,-1,-1,-1,-4,-2,0
