id,time,gesture_id,gesture_name,s1,s2,s3,s4,s5,s6,s7,s8,s1_norm,s2_norm,s3_norm,s4_norm,s5_norm,s6_norm,s7_norm,s8_norm,quat_w,quat_x,quat_y,quat_z,Pose_L_Shoulder_x_shldr_norm,Pose_L_Shoulder_y_shldr_norm,Pose_L_Shoulder_z_shldr_norm,Pose_L_Shoulder_vis_shldr_norm,Pose_L_Elbow_x_shldr_norm,Pose_L_Elbow_y_shldr_norm,Pose_L_Elbow_z_shldr_norm,Pose_L_Elbow_vis_shldr_norm,Pose_L_Wrist_x_shldr_norm,Pose_L_Wrist_y_shldr_norm,Pose_L_Wrist_z_shldr_norm,Pose_L_Wrist_vis_shldr_norm,Hand_R_Wrist_x_shldr_norm,Hand_R_Wrist_y_shldr_norm,Hand_R_Wrist_z_shldr_norm,Hand_R_Thumb_CMC_x_shldr_norm,Hand_R_Thumb_CMC_y_shldr_norm,Hand_R_Thumb_CMC_z_shldr_norm,Hand_R_Thumb_MCP_x_shldr_norm,Hand_R_Thumb_MCP_y_shldr_norm,Hand_R_Thumb_MCP_z_shldr_norm,Hand_R_Thumb_IP_x_shldr_norm,Hand_R_Thumb_IP_y_shldr_norm,Hand_R_Thumb_IP_z_shldr_norm,Hand_R_Thumb_Tip_x_shldr_norm,Hand_R_Thumb_Tip_y_shldr_norm,Hand_R_Thumb_Tip_z_shldr_norm,Hand_R_Index_MCP_x_shldr_norm,Hand_R_Index_MCP_y_shldr_norm,Hand_R_Index_MCP_z_shldr_norm,Hand_R_Index_PIP_x_shldr_norm,Hand_R_Index_PIP_y_shldr_norm,Hand_R_Index_PIP_z_shldr_norm,Hand_R_Index_DIP_x_shldr_norm,Hand_R_Index_DIP_y_shldr_norm,Hand_R_Index_DIP_z_shldr_norm,Hand_R_Index_Tip_x_shldr_norm,Hand_R_Index_Tip_y_shldr_norm,Hand_R_Index_Tip_z_shldr_norm,Hand_R_Middle_MCP_x_shldr_norm,Hand_R_Middle_MCP_y_shldr_norm,Hand_R_Middle_MCP_z_shldr_norm,Hand_R_Middle_PIP_x_shldr_norm,Hand_R_Middle_PIP_y_shldr_norm,Hand_R_Middle_PIP_z_shldr_norm,Hand_R_Middle_DIP_x_shldr_norm,Hand_R_Middle_DIP_y_shldr_norm,Hand_R_Middle_DIP_z_shldr_norm,Hand_R_Middle_Tip_x_shldr_norm,Hand_R_Middle_Tip_y_shldr_norm,Hand_R_Middle_Tip_z_shldr_norm,Hand_R_Ring_MCP_x_shldr_norm,Hand_R_Ring_MCP_y_shldr_norm,Hand_R_Ring_MCP_z_shldr_norm,Hand_R_Ring_PIP_x_shldr_norm,Hand_R_Ring_PIP_y_shldr_norm,Hand_R_Ring_PIP_z_shldr_norm,Hand_R_Ring_DIP_x_shldr_norm,Hand_R_Ring_DIP_y_shldr_norm,Hand_R_Ring_DIP_z_shldr_norm,Hand_R_Ring_Tip_x_shldr_norm,Hand_R_Ring_Tip_y_shldr_norm,Hand_R_Ring_Tip_z_shldr_norm,Hand_R_Pinky_MCP_x_shldr_norm,Hand_R_Pinky_MCP_y_shldr_norm,Hand_R_Pinky_MCP_z_shldr_norm,Hand_R_Pinky_PIP_x_shldr_norm,Hand_R_Pinky_PIP_y_shldr_norm,Hand_R_Pinky_PIP_z_shldr_norm,Hand_R_Pinky_DIP_x_shldr_norm,Hand_R_Pinky_DIP_y_shldr_norm,Hand_R_Pinky_DIP_z_shldr_norm,Hand_R_Pinky_Tip_x_shldr_norm,Hand_R_Pinky_Tip_y_shldr_norm,Hand_R_Pinky_Tip_z_shldr_norm
00f5f18a631b48fbbeda659831465925,1746300484.942101,5,Hand Close,71,102,61,35,46,39,216,230,0.01173549308723002,-0.021975434334051056,-0.5651297502958914,-0.5995101114847988,-0.10056797028286157,-0.18800760689944634,4.28321515308087,4.274514558134141,0.97882080078125,-0.03375244140625,0.20166015625,-0.0001220703125,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d76357dd80b445aa995149795057a5e,1746300484.943603,5,Hand Close,73,111,62,37,43,40,244,242,0.04156635938638239,0.09381192101297019,-0.5509952285148604,-0.5647046913234475,-0.1507670162602021,-0.17404173263127481,4.988875521182004,4.55289940641793,0.97882080078125,-0.03375244140625,0.20166015625,-0.0001220703125,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2a70095765549cab4e03afd9243f9fe,1746300484.950067,5,Hand Close,71,118,70,36,43,35,239,239,0.01173549308723002,0.18386875294954225,-0.43791905426661243,-0.5821074014041232,-0.1507670162602021,-0.24387110397213252,4.8628647411639445,4.483303194346982,0.97882080078125,-0.03375244140625,0.20166015625,-0.0001220703125,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8cde9beb10949d4b78235e84e5a5849,1746300484.957603,5,Hand Close,70,121,67,38,39,34,237,250,-0.0031799400623461647,0.222464538065216,-0.4803226196097054,-0.5473019812427719,-0.2176990775633228,-0.25783697824030405,4.812460429156721,4.738489305273789,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
046a9ec494464069aba2f009b56918b7,1746300484.958603,5,Hand Close,67,123,65,39,37,32,214,220,-0.04792623951107472,0.24819506147566517,-0.5085916631717674,-0.5298992711620962,-0.25116510821488314,-0.28576872677664716,4.232810841073646,4.042527184564317,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea1e31c87a2948478c1b8eedd09be2d7,1746300484.959603,5,Hand Close,52,98,57,37,36,28,204,149,-0.2716577367547175,-0.07343648115494938,-0.6216678374200153,-0.5647046913234475,-0.26789812354066334,-0.34163222384933334,3.9807892810375267,2.395416832218566,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966f2e47b7d45dbbab0e1d221138957,1746300484.960605,5,Hand Close,47,111,61,37,38,26,169,115,-0.3462349025025984,0.09381192101297019,-0.5651297502958914,-0.5647046913234475,-0.234432092889103,-0.3695639723856764,3.098713820911109,1.6066597620811645,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bd0e23851a643baaea9e32b94c49f82,1746300484.965126,5,Hand Close,44,174,141,56,35,22,64,107,-0.39098120195132696,0.9043234084421189,0.5656319921865881,-0.23405319979061,-0.28463113886644353,-0.4254274694583626,0.452487440531855,1.4210698632253054,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49083fa3a56242d58d787f99294fe4a2,1746300484.965685,5,Hand Close,36,274,190,331,83,36,52,68,-0.5103046671479364,2.190849578964577,1.2582235594571067,4.551692072395196,0.518553596771005,-0.229905229703961,0.15006156848851177,0.5163191063029916,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985098838806,0.031119704246520996,0.25008779764175415,-0.10276421159505844,0.9980541467666626,-0.0033301711082458496,0.1783437728881836,-0.35875631123781204,0.9992709159851074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712f36ab6d774d61809cacaa6bf04ea6,1746300484.966688,5,Hand Close,179,337,242,428,93,36,44,60,1.622602273241458,3.001361066393726,1.9932186920707182,6.239754950220735,0.6858837500288067,-0.229905229703961,-0.05155567954038375,0.3307292074471324,0.9759521484375,-0.0142822265625,0.21734619140625,6.103515625e-05,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83905076a3b34b8dad9768810ae66df3,1746300484.97978,5,Hand Close,217,393,266,438,94,40,45,64,2.1893887329253525,3.721815721886302,2.332447214815462,6.413782051027491,0.702616765354587,-0.17404173263127481,-0.026353523536771815,0.42352415687506206,0.973388671875,0.01190185546875,0.228759765625,0.0006103515625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0cec1cf3839541ebb5e27aa70dc30de4,1746300484.97978,5,Hand Close,305,454,272,445,95,40,47,67,3.501946850088057,4.506596685905002,2.417254345501648,6.535601021592221,0.719349780680367,-0.17404173263127481,0.024050788470452063,0.49312036894600925,0.973388671875,0.01190185546875,0.228759765625,0.0006103515625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d50efda3aeff4aa28373c170954d851d,1746300484.981283,5,Hand Close,370,475,308,449,96,43,48,71,4.471450004810509,4.776767181714718,2.9260971296187637,6.605211861914923,0.7360827960061472,-0.1321441098267602,0.049252944474064,0.5859153183739388,0.973388671875,0.01190185546875,0.228759765625,0.0006103515625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239a4b46dc7447a3ae328f8329ebd3ef,1746300484.981283,5,Hand Close,400,463,301,312,58,36,47,73,4.9189129992977945,4.622384041252023,2.827155477151547,4.221040580862359,0.10022821362650054,-0.229905229703961,0.024050788470452063,0.6323127930879037,0.973388671875,0.01190185546875,0.228759765625,0.0006103515625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b85b19f601a444ca78c35d76fde13a4,1746300484.982287,5,Hand Close,393,461,285,157,42,38,47,72,4.814504967250761,4.596653517841574,2.601003128655051,1.5236205183576312,-0.16750003158598228,-0.2019734811676179,0.024050788470452063,0.6091140557309213,0.973388671875,0.01190185546875,0.228759765625,0.0006103515625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a615f7f966f4345b71c7d498ea5039c,1746300484.994838,5,Hand Close,380,481,286,142,38,35,43,68,4.620604336306271,4.853958751946066,2.615137650436082,1.2625798671474964,-0.234432092889103,-0.24387110397213252,-0.07675783554399569,0.5163191063029916,0.9708251953125,0.046630859375,0.23492431640625,0.00054931640625,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178775e76e14e289fb545aa661ca5db,1746300485.010864,5,Hand Close,336,592,376,143,41,39,42,71,3.9643252777249187,6.282002801225994,3.8872446107288714,1.279982577228172,-0.18423304691176245,-0.18800760689944634,-0.10195999154760763,0.5859153183739388,0.96771240234375,0.08465576171875,0.2373046875,-0.00042724609375,0.0,0.0,0.0,0.9999985694885254,0.029045403003692627,0.25010448694229126,-0.10302311927080154,0.998137891292572,-0.0036711692810058594,0.17789864540100098,-0.3583538755774498,0.9993096590042114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44a0c88f91ce4aa0b7258cea55457550,1746300485.033293,5,Hand Close,299,727,416,141,48,42,44,70,3.4124542511905998,8.018813131431314,4.452625481970111,1.2451771570668209,-0.06710193963130122,-0.14610998409493173,-0.05155567954038375,0.5627165810169564,0.96392822265625,0.1197509765625,0.23748779296875,-0.00030517578125,0.0,0.0,0.0,0.9999986290931702,0.028209984302520752,0.2498951256275177,-0.1021212786436081,0.9982208013534546,-0.003887653350830078,0.17728379368782043,-0.35576771199703217,0.9993477463722229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379b68930b0444c696b01a57afbf6858,1746300485.062399,5,Hand Close,334,842,550,157,59,44,62,86,3.9344944114257663,9.49831822753214,6.346651400628264,1.5236205183576312,0.11696122895228073,-0.11817823555858864,0.40208312852463113,0.9338963787286749,0.96087646484375,0.15020751953125,0.23248291015625,0.00048828125,0.0,0.0,0.0,0.9999986886978149,0.027794182300567627,0.24930423498153687,-0.1000763326883316,0.9982886910438538,-0.003938853740692139,0.17626720666885376,-0.3532680869102478,0.99937903881073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ac4f240ebf7487cbff09b9aa2894209,1746300485.077073,5,Hand Close,372,885,596,177,63,47,66,98,4.501280871109661,10.051524480856797,6.99683940255569,1.8716747199711445,0.18389329025540144,-0.07628061275407402,0.5028917525390789,1.2122812270124639,0.95843505859375,0.1796875,0.2213134765625,0.0009765625,0.0,0.0,0.0,0.9999986886978149,0.027794182300567627,0.24930423498153687,-0.1000763326883316,0.9982886910438538,-0.003938853740692139,0.17626720666885376,-0.3532680869102478,0.99937903881073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ea0b98e29194d95a1a261a38126b282,1746300485.093076,5,Hand Close,393,945,635,196,77,50,67,99,4.814504967250761,10.823440183170272,7.548085752015899,2.202326211503982,0.4181555048163239,-0.03438298994955939,0.5280939085426909,1.2354799643694463,0.95684814453125,0.20654296875,0.2041015625,-0.0003662109375,0.0,0.0,0.0,0.9999986886978149,0.027794182300567627,0.24930423498153687,-0.1000763326883316,0.9982886910438538,-0.003938853740692139,0.17626720666885376,-0.3532680869102478,0.99937903881073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7df0ab483d3b4d8186fe3fa101a42aad,1746300485.116172,5,Hand Close,417,1013,617,189,76,52,81,94,5.17247536284059,11.698277979125544,7.293664359957341,2.0805072409392524,0.4014224894905437,-0.0064512414132163074,0.880924092593258,1.1194862775845342,0.95458984375,0.2353515625,0.182373046875,-0.00665283203125,0.0,0.0,0.0,0.9999986886978149,0.04132622480392456,0.22778326272964478,-0.1182277500629425,0.9983791708946228,-0.0046010613441467285,0.1323757767677307,-0.3719521164894104,0.999383270740509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
