Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Label
2,3,-7,-11,-2,-1,-1,1,-2,1,-14,-2,-1,-2,-2,-1,0
2,14,4,-3,-1,-1,0,0,-3,-11,-5,0,-2,-2,-2,-2,0
-3,-5,9,1,-1,0,-1,-2,0,0,-1,-1,0,0,-1,-1,0
-1,-9,-6,-3,-1,1,0,0,0,7,9,3,1,0,0,0,0
-1,9,8,2,1,0,0,1,-3,-13,-10,-4,-3,-3,-2,-2,0
-2,-5,-3,2,-1,-2,-2,-1,2,9,-7,-2,-1,-1,1,2,0
-5,-1,2,5,1,-2,-1,-2,0,4,13,1,-1,1,2,1,0
-1,-5,-20,-8,-3,-3,-2,-1,1,16,-6,-3,-1,0,0,-1,0
-1,-8,-2,-1,-1,-1,-1,-2,-3,-1,5,2,0,0,0,-3,0
-2,0,3,1,-1,0,0,0,-1,1,-5,-3,-2,-1,0,-1,0
1,-2,-2,-1,-1,-2,0,0,1,-5,-1,-2,-3,-2,0,0,0
-3,-1,2,-2,0,-2,-1,-4,2,-1,-5,-1,0,-1,-1,3,0
-3,-3,9,2,0,-1,-1,-1,0,-6,-1,1,0,-2,0,0,0
2,-5,-14,-5,-4,-2,-1,-1,-10,-19,-9,-4,-3,-2,-2,-4,0
2,-1,-6,-2,-1,-2,1,-1,1,4,3,0,0,-1,-2,-1,0
1,5,15,4,2,1,-1,0,-2,0,-2,-2,-1,-2,-1,-2,0
-1,-39,-11,-4,-3,-1,-3,-2,-3,2,1,1,2,-1,-1,-3,0
0,-4,-2,-4,0,0,0,1,3,9,13,-1,0,2,0,4,0
7,8,-17,-4,-2,-2,0,-3,-24,0,2,0,-1,-3,-2,-6,0
-6,-28,-23,-4,-4,-4,-2,-4,0,5,13,-1,0,1,-1,0,0
5,9,9,2,0,2,1,3,11,3,2,-3,-1,-1,1,3,0
1,11,-9,-4,-1,-2,-2,-2,-4,-5,-3,0,-3,-2,1,-2,0
1,5,2,1,0,0,-1,-1,5,-4,4,-1,-1,-1,-1,1,0
-8,-7,3,2,-2,0,0,-3,1,-6,-10,-2,0,-3,-2,-4,0
-7,5,4,0,-1,0,-2,-1,-1,-1,-4,-3,-1,0,1,0,0
11,11,3,0,0,-1,0,4,-2,-5,-8,-2,0,-3,-1,-3,0
-9,-6,1,0,0,-2,-1,-3,5,1,-21,-3,-1,0,-1,0,0
-4,-8,13,-1,-2,-1,-2,-3,3,6,5,-1,-1,-1,-1,-2,0
3,4,-1,1,0,0,-1,0,-17,-4,11,-4,-2,-1,-3,-5,0
-12,-3,-18,-1,0,0,-2,-5,-1,-4,-7,-1,-3,-3,-2,0,0
15,0,4,-2,2,-1,0,2,9,5,8,3,0,-1,1,2,0
-22,1,-3,-4,-3,-1,-2,-4,-1,-4,-2,-2,-1,-2,-1,-1,0
-2,-1,-4,-2,-2,-1,-1,2,5,-1,-1,4,1,-2,-3,-1,0
8,-2,7,1,1,1,1,1,0,0,2,0,-3,1,-1,0,0
-3,-2,3,-2,-1,-1,1,-1,1,1,-23,-7,-4,-1,0,0,0
-1,-3,2,2,-1,-1,-2,0,-4,-30,0,1,0,1,-1,0,0
-1,3,4,1,0,-1,-3,-3,1,-1,-2,0,0,-2,0,-1,0
1,-5,-11,-4,-3,-3,-2,-3,-2,7,1,-1,-1,0,1,0,0
-4,5,-6,-2,-2,1,-1,0,-2,-10,7,0,-1,1,-1,-2,0
5,7,-21,0,2,-1,0,2,-1,4,4,1,-2,-2,-4,-1,0
-6,2,4,-2,-2,-2,-3,-3,1,11,7,-1,0,-2,-3,0,0
6,-10,13,5,1,1,0,1,-1,1,-8,-9,-2,-1,-1,-1,0
-6,18,0,1,0,0,-1,-2,-1,-11,-1,0,-2,-1,-1,-3,0
1,6,11,3,-1,0,2,1,-2,10,3,0,-1,-1,-2,-3,0
-6,-4,-9,-2,-2,0,-1,-2,-2,0,-3,-1,1,0,-1,-1,0
-4,-6,8,3,-1,-2,-1,-3,1,-4,-7,-3,-1,-2,0,0,0
-4,-3,-3,-4,-2,-2,-2,-1,-3,3,8,-1,-1,0,-1,0,0
1,-3,-17,-4,0,0,0,-1,0,3,-2,-1,-1,-2,-2,1,0
1,3,0,0,-1,-2,-1,1,1,-6,-4,-1,-3,-1,0,0,0
1,5,9,1,-2,-1,-2,-1,0,1,-2,-1,-1,-1,1,-1,0
2,-4,0,-2,-1,-3,0,-1,-2,1,-3,1,0,-1,-1,-2,0
-2,0,-14,-8,-3,0,-1,-1,-1,-3,-2,1,0,0,-1,0,0
-2,-2,5,-3,-2,-2,1,1,-4,-8,-1,0,0,-1,-2,-2,0
1,0,6,1,-1,0,-2,0,-5,0,3,3,1,-1,0,-2,0
-3,-14,-14,0,-2,-2,-3,-2,-2,4,4,-3,-3,1,-2,-2,0
1,-1,2,0,0,-1,-1,-1,4,13,5,-2,0,0,-2,-2,0
0,0,9,-2,0,-1,0,-2,-2,-3,-19,-1,-1,-2,-3,0,0
2,5,1,-3,-2,-3,-1,1,-8,-1,3,1,-1,-1,-1,-3,0
1,-1,-2,-2,-1,-1,0,0,2,12,7,-3,-3,-2,1,2,0
-2,-6,-11,0,-3,-3,-1,1,-1,0,8,2,-1,-1,-1,-1,0
-3,-8,-15,-3,-2,-3,-1,-2,-4,-10,-2,-4,-1,-1,-1,0,0
1,6,12,1,1,0,-1,-2,2,-1,-2,-2,0,-2,0,2,0
-1,-3,4,2,-1,-1,-2,-3,3,8,5,1,-1,-1,0,1,0
-5,2,-5,0,0,1,-1,-4,0,-14,-6,-1,-2,-1,0,0,0
2,8,6,0,0,-1,-1,-1,1,-4,-3,1,-1,0,-1,-1,0
-5,-5,9,2,1,1,0,-2,-7,-20,-41,-4,-3,-2,-2,-3,0
-1,5,13,-4,-2,-3,0,0,1,0,-6,-3,0,-1,-1,-2,0
0,0,9,-1,-2,-1,-1,0,4,18,18,3,0,1,1,2,0
-2,-22,-16,0,-2,0,0,-2,-1,1,-12,-1,0,-2,0,0,0
-3,-12,-14,0,-1,-3,-1,0,0,7,18,2,1,-1,-1,-2,0
1,6,-15,3,0,1,1,1,-4,-9,12,-6,-4,-1,-5,-3,0
1,0,10,0,-1,0,-2,1,0,-1,-23,-7,-3,0,0,2,0
0,1,17,3,2,-1,0,1,2,1,0,-1,0,0,-1,0,0
-3,-3,-12,-3,-1,-1,-1,-2,1,-2,18,1,-1,-1,-1,-2,0
-1,6,4,-2,-1,0,-2,1,0,-5,5,0,-1,-2,-1,-1,0
2,5,-10,-2,0,-1,-1,0,-6,-11,-10,-2,-1,-2,-3,-3,0
5,14,-9,0,-1,0,-1,1,-7,-15,1,-2,-6,-3,-1,-3,0
7,9,79,7,3,7,1,3,-5,-10,-79,-10,-3,-12,-2,-1,0
-2,-21,-17,-3,-2,0,1,-1,1,7,-22,5,4,2,1,1,0
-2,6,15,-4,-2,-2,-2,-5,1,8,11,2,0,2,1,1,0
0,-3,-1,-2,-1,-3,-3,0,0,2,-7,0,2,-2,1,1,0
-4,-10,-24,-1,-1,-1,-2,-1,-1,1,19,1,0,2,2,-1,0
-6,0,-15,-4,-1,-2,-1,-2,3,3,11,0,-1,1,-1,1,0
-1,3,-11,-4,-2,-2,-3,-2,-1,1,14,2,-1,-1,-2,-2,0
1,9,8,0,1,1,-1,0,-8,-23,-8,-4,-3,-3,-4,-3,0
0,10,19,3,-1,-2,-1,0,-10,-26,-13,-8,-5,-1,-3,-5,0
0,6,18,2,-1,-2,3,1,-1,-6,-20,-4,-1,-3,-2,-5,0
1,7,-20,0,0,-3,2,1,1,6,16,4,2,3,-1,0,0
-1,1,-5,1,0,-1,-3,-1,-1,-9,-13,-2,-2,1,-6,-2,0
-3,-6,6,-3,-1,2,6,-1,2,9,4,1,0,-1,-1,0,0
-7,-15,-9,-1,-2,-5,-1,-4,3,3,12,5,1,-2,-1,2,0
-2,-10,-7,-5,-4,-1,-3,-2,2,2,-10,-1,-3,0,1,3,0
3,3,18,4,-1,0,-2,-1,-4,7,7,-9,-2,0,1,-1,0
-4,-5,-17,12,4,-1,-3,-3,2,3,3,-28,-9,-4,2,3,0
0,4,3,0,-2,0,-1,0,-2,-5,22,4,0,-4,1,-1,0
0,4,-17,0,-1,-3,-1,-1,-6,-10,6,11,5,0,-4,-3,0
1,10,26,-1,0,1,-1,0,-1,-22,-53,-3,-2,-1,0,-2,0
-3,-10,29,-5,-3,-3,-2,0,3,6,17,7,1,2,-1,2,0
-4,6,-35,-6,-4,-2,-3,-3,2,10,7,5,1,2,1,2,0
0,2,-9,-3,-1,-2,-2,0,1,-2,0,5,1,-1,-1,-1,0
-1,-14,-7,-5,-1,-2,1,-2,1,18,-4,0,-2,-2,0,1,0
-5,-3,-12,-1,-1,-1,-2,-3,1,5,-17,0,-2,-1,-3,-1,0
-2,-4,10,1,1,0,-1,1,-3,-1,13,0,-2,-2,-2,-3,0
3,4,-3,-6,-2,-3,0,0,-1,-2,-4,2,1,1,0,-1,0
-3,-14,-9,-1,-1,0,-1,-2,-6,-10,-6,-4,-2,-4,-1,-4,0
3,12,18,3,-1,-1,1,3,-10,-32,-35,-3,0,-1,-3,-6,0
-6,28,33,-12,-7,-6,-5,-4,3,12,18,1,1,1,0,2,0
-2,-20,-66,2,0,0,-1,-2,-1,13,45,1,-1,-2,1,-2,0
4,-3,-2,3,1,2,1,3,-2,-7,-15,-3,0,-1,0,0,0
2,11,12,0,1,-1,0,0,5,6,-3,2,0,-1,1,2,0
-2,-22,-18,0,1,-1,0,-2,1,16,22,-3,-2,0,0,0,0
-2,-11,-7,-2,-1,-1,0,-1,-3,1,2,-1,-1,-3,-3,-2,0
-1,0,2,-1,-1,-1,-1,-2,0,1,-2,2,0,0,0,1,0
-4,-6,1,-7,-2,-2,-2,-3,0,0,-23,-2,0,-1,0,0,0
2,4,3,2,0,0,0,-1,1,3,9,2,-1,1,1,0,0
-1,-11,-3,-5,-4,-1,-2,1,-2,0,7,5,-1,-1,0,-2,0
-1,2,2,-3,0,0,-1,0,-1,4,-8,-1,-1,-1,2,-1,0
-3,5,12,-2,-1,-2,0,-2,0,-10,-10,3,0,2,-2,0,0
2,1,-17,-4,-3,-3,1,0,-4,-10,1,1,2,-1,-2,-4,0
0,7,-10,-1,1,0,-2,-1,1,1,-2,0,0,-1,1,1,0
-1,-7,-5,-3,-2,0,0,-1,-3,12,19,-4,-3,-5,-4,-2,0
0,-2,0,3,1,-2,0,1,-2,5,7,0,-1,-1,-2,-3,0
1,2,-7,3,-2,-1,-1,0,0,-1,1,-2,-1,-2,-1,-1,0
-2,2,6,-3,-2,0,-2,-3,-1,-14,-9,-6,-4,-3,-2,0,0
0,11,1,1,0,-1,0,-1,0,-15,-19,-1,-3,1,-1,-1,0
-3,3,13,1,-1,-1,-2,-3,0,1,-3,-3,0,0,1,-1,0
-1,4,-10,-2,0,1,0,0,0,-15,-3,-2,-2,-1,-1,-1,0
-2,1,3,1,0,-1,-2,-1,1,8,25,2,1,-1,1,1,0
-1,-13,-18,0,0,-3,-1,-1,1,2,3,1,-1,0,0,0,0
1,2,-7,-5,-2,-1,0,-1,3,23,16,4,3,0,1,0,0
-9,-36,-14,-8,-2,-1,-2,-3,0,11,2,0,0,0,1,-2,0
-3,1,7,5,0,0,-1,-1,-2,1,-13,-10,-3,-3,-1,0,0
2,5,4,-4,0,-1,1,2,-2,-4,-7,0,-3,-2,-2,-1,0
-1,-8,-1,1,0,0,-2,-2,-2,1,3,-4,-2,1,-2,-2,0
-1,5,5,2,0,-1,-2,-1,-6,-6,-2,-3,-1,1,-2,-1,0
3,-14,1,-3,-1,-1,1,1,-1,-4,-2,4,0,-1,0,-1,0
2,4,7,1,-1,0,0,-2,0,2,-3,-2,-1,0,-1,-1,0
1,2,-4,0,-2,-1,-1,-2,0,-6,-3,-4,-2,-1,-1,-1,0
-5,4,0,2,1,-1,0,-2,1,3,-4,-3,-1,-2,0,1,0
-7,-3,3,1,-2,0,-3,-4,-1,-8,-26,-7,-5,-2,-1,0,0
-2,4,9,3,0,0,-1,-2,1,2,0,1,1,0,-1,0,0
1,3,-4,-2,-1,-2,0,0,0,3,8,3,0,1,0,-1,0
-1,-1,8,0,-1,-2,-1,-4,-1,22,0,-1,0,-2,-2,-1,0
-1,-36,-27,-8,-2,-1,-1,1,0,-4,5,1,-2,-1,-2,-1,0
2,4,1,1,-2,1,-2,1,0,3,12,0,-2,-4,1,-1,0
2,16,7,-3,0,0,0,0,-4,-6,-1,1,-1,-1,0,-1,0
-2,-9,-9,-2,-2,-2,-2,-1,-2,4,3,-2,-1,0,-1,-1,0
-2,-2,-3,2,0,1,1,0,-2,-3,3,-2,-3,-2,-4,-2,0
-3,2,0,-1,-1,0,-2,-2,1,-8,-3,-1,-1,0,-2,-2,0
-1,6,5,0,-1,-1,1,-2,-1,-1,-13,-5,-2,-2,-2,-1,0
-5,-3,-4,-1,-1,1,-2,-1,-1,-5,-6,-2,-1,-1,0,0,0
2,8,6,1,-1,-2,-1,0,0,5,8,1,-2,1,0,-1,0
3,3,2,-1,-3,-3,1,1,-4,-23,-21,0,-1,-1,-2,-1,0
-2,3,-3,-4,0,-1,0,-2,1,3,7,2,-1,-1,-1,1,0
-1,11,16,1,1,-1,0,-2,0,-10,-14,0,0,-1,-2,-1,0
-1,0,4,3,-2,-1,-2,-1,0,0,-5,-2,-1,1,0,-1,0
0,-3,-5,0,-1,-2,-2,1,-2,4,9,2,1,2,-1,-1,0
-2,0,-4,-2,0,-1,-1,-2,0,3,-3,-3,-2,-3,-3,0,0
-2,-7,-6,-2,-2,-1,0,-1,-1,-3,-4,0,-2,-1,-2,-1,0
0,3,4,-1,-2,-3,0,1,-2,18,5,2,0,-2,-1,-1,0
-1,-49,-2,-5,-1,-1,-2,0,-3,4,-19,-10,-3,-2,-2,0,0
3,10,1,1,-1,0,-1,0,-1,-12,4,1,0,-1,0,0,0
1,8,15,4,1,0,1,1,3,-8,-8,0,0,-1,1,0,0
-1,-2,1,-4,-3,0,-3,-1,-3,-4,-11,-2,1,-1,0,-2,0
-1,8,-7,1,0,0,-1,-1,-1,4,16,0,-2,0,-2,-1,0
-1,9,-2,1,1,-1,-1,-2,0,-7,-17,-4,1,-3,-2,-1,0
1,-13,-1,-3,-3,1,-1,1,-5,5,12,2,0,-2,-2,-3,0
-1,-8,-7,-1,-3,0,-1,0,0,-3,-12,-1,-3,0,-1,-3,0
-4,16,-3,2,0,-3,-1,-2,0,1,4,-3,0,0,1,0,0
-2,-5,0,-1,0,-2,-1,-1,-3,-5,5,1,0,-1,-1,0,0
-3,23,-6,-3,-1,-2,0,-2,-1,-36,-1,-2,-1,-2,0,-2,0
-3,-7,-11,-2,0,-2,-1,0,-1,10,9,1,-1,0,1,0,0
-1,-7,-13,-4,0,-1,-1,-1,4,7,1,-2,-2,-1,0,1,0
0,5,9,1,0,0,-2,-2,1,-14,-22,-6,-2,-1,-1,0,0
1,-2,3,1,-1,1,1,0,-3,8,3,0,0,-1,-2,-2,0
-2,-1,-9,-4,-3,-2,-1,-1,1,7,13,4,0,1,-1,-1,0
0,1,3,0,-1,-1,0,-2,-1,-12,-4,-2,0,-1,-2,-4,0
-1,2,5,1,-2,-1,-1,0,-1,-3,3,-3,-1,-2,-2,0,0
0,-6,-7,0,-2,-3,1,1,-6,16,3,1,-1,0,-1,-4,0
-1,-8,-6,-1,-2,1,1,0,-1,6,1,-2,-2,-3,0,-1,0
-4,-3,-2,1,0,-1,-2,-1,-2,3,-2,-3,-3,-2,0,-1,0
-2,1,2,-1,1,-4,-1,-1,0,-7,0,-1,0,-1,-2,-2,0
-1,2,-8,-6,0,0,-3,-2,-3,-9,-2,0,-1,-1,1,1,0
1,-5,-3,-2,-2,-1,-1,-1,0,0,9,1,-1,-2,-1,-1,0
1,-5,2,1,1,-1,-1,-1,0,1,-2,-1,1,0,0,-1,0
0,0,-2,0,0,-1,-1,-1,-4,-3,2,0,0,-2,-1,-1,0
-1,4,2,-2,-1,-1,-1,-2,2,14,-8,-3,-1,-2,0,1,0
-1,1,-4,-2,1,1,0,-1,4,-13,-13,-6,-2,0,3,2,0
-1,-3,3,0,-1,-1,1,-2,-2,0,7,4,-2,-2,-3,-1,0
3,1,-9,-5,-2,-2,-1,0,-3,-1,-3,-2,0,-2,-1,-2,0
-2,4,1,2,-3,0,-1,-2,2,-1,0,-1,0,-1,1,1,0
-1,1,6,-1,-2,0,0,0,-1,5,1,1,0,0,-1,0,0
-2,-3,-4,-2,-1,-1,-1,1,-2,-3,8,4,0,-1,-1,-1,0
-1,-3,-2,-3,0,-1,0,0,1,7,-1,-2,-2,-2,-1,0,0
0,0,-1,-2,-2,-1,-1,0,0,3,-1,-3,-2,-1,-2,0,0
-1,2,0,2,-1,-1,0,-1,1,2,5,5,0,1,-1,-1,0
-5,-4,5,-7,-3,-1,-1,0,-2,-2,-5,-3,0,-1,-2,-2,0
1,-1,-19,-3,-2,-3,0,-1,-1,3,1,0,-1,0,0,-2,0
0,0,4,2,2,0,-2,-3,1,-2,3,2,-1,1,-1,2,0
-4,-5,2,0,-1,-1,-1,-2,-3,2,2,1,0,-1,-1,-1,0
2,12,-8,-1,-2,-2,0,0,-1,-3,-11,-3,-2,-1,-1,-1,0
0,-1,1,0,-1,-1,-2,-1,-2,-5,-2,-3,-2,-1,-3,-2,0
-2,2,3,0,0,-1,0,-1,0,7,-1,-2,-2,0,-3,-1,0
2,0,4,0,-1,-2,-1,2,-4,-2,-3,2,-1,-3,-1,0,0
1,-3,2,2,-1,-1,-1,-1,0,-5,3,-3,0,-1,0,-1,0
-4,0,-8,-1,0,-1,-2,-1,0,-1,5,-1,0,-1,-1,-1,0
2,-8,-9,-2,-1,-2,-1,-3,-1,0,4,0,-1,-2,1,-1,0
-2,1,5,2,-1,-2,-2,-2,0,-14,0,0,0,1,0,0,0
1,-1,-2,1,0,-2,0,0,-2,-1,-1,-1,-1,-1,-1,-1,0
-3,-8,-6,-4,-2,-1,-1,-1,-1,7,-5,-2,-1,0,1,-1,0
2,5,6,-1,-1,-1,-2,0,-3,-6,-6,-3,-2,-2,-1,-1,0
-2,5,2,-2,1,-1,-1,-1,4,5,17,2,1,1,0,-1,0
-4,-17,-41,-6,-3,-3,-3,-1,-1,-6,-9,-1,-3,-2,-1,-1,0
-3,-1,1,-3,-1,-1,0,-2,-4,-6,3,1,0,-2,-2,-2,0
2,7,5,0,0,-1,0,0,3,12,4,0,-1,0,-2,0,0
-1,-2,4,0,-1,-1,-3,-3,-3,-1,-6,-1,-1,0,-1,0,0
1,7,0,-5,-1,1,-2,1,-1,-6,0,-1,-1,1,-1,0,0
-1,4,-18,-4,-1,-1,0,0,-8,-9,-3,-3,-2,-1,-2,-3,0
0,-17,1,2,1,1,-1,0,0,0,5,0,1,-2,-1,-4,0
1,16,13,3,-1,2,-1,-1,-2,-13,-17,-4,-2,-3,-2,-3,0
-2,3,4,-3,-1,-2,-1,1,2,7,0,0,3,2,1,0,0
-3,-15,4,0,-1,-3,-2,-1,1,6,0,-2,-2,0,0,0,0
-3,4,16,0,-1,0,0,-1,-1,-6,-15,0,0,-2,-1,1,0
2,2,-4,-1,-1,0,-1,0,-3,5,2,0,-1,-2,-2,-2,0
-2,0,0,-1,-1,-1,-1,-1,1,6,5,1,0,1,1,-1,0
-1,-9,-13,-2,-1,-1,-2,-2,2,1,17,-1,-1,-2,-1,2,0
-1,13,22,1,1,0,-1,-3,-6,-33,-55,-6,-4,-3,-3,-4,0
-2,-7,-1,-4,-3,-1,2,-1,1,1,-13,-1,0,2,1,2,0
-2,18,16,2,-1,-2,0,-1,2,-14,14,2,2,0,0,1,0
1,-4,7,1,0,-1,0,0,-1,4,-4,-1,-1,-2,-3,-3,0
1,3,-6,1,-1,1,-1,0,-5,-7,-13,-4,-3,-2,-3,-3,0
-2,-11,6,-5,-4,-2,-1,-1,-1,-7,5,2,-2,0,0,1,0
-2,-12,-16,-1,-2,-1,-1,-2,2,17,25,4,1,-1,0,1,0
1,4,-10,1,3,2,1,-1,-2,-5,-25,-4,-4,-2,-1,-2,0
-5,-6,-1,-4,-3,-2,-2,-2,-1,7,11,0,-2,-1,0,-1,0
0,-5,2,4,1,-1,0,0,-2,2,12,4,1,-1,-3,-3,0
0,-4,-16,-4,-2,-2,0,0,1,2,2,-4,-2,-1,-1,-2,0
1,8,9,-1,-3,-2,-1,2,-4,-9,-10,3,2,0,-2,-3,0
-2,-10,-14,-7,-1,0,-2,-2,-3,11,4,0,-1,-2,-2,-3,0
-4,26,-3,-3,-1,0,-1,-1,2,8,12,3,-1,-1,-1,-1,0
-4,-9,0,-3,0,-2,0,-1,2,7,-12,0,1,0,2,0,0
-3,-3,-8,-1,-3,-2,-2,0,2,7,7,-2,-2,-1,-1,0,0
-1,2,14,5,-1,-1,-1,-2,-3,-14,-9,-3,-3,-2,-1,0,0
-2,-9,8,4,0,-1,-1,-4,-1,2,3,-3,1,0,1,1,0
3,1,-15,1,-1,-1,1,0,-2,7,3,-3,-2,-4,-3,-1,0
-1,-15,-11,-1,-2,0,-1,-2,0,0,1,-4,-2,-1,-1,0,0
3,8,-9,1,0,0,0,1,0,-3,-9,0,0,-1,0,0,0
-8,-22,12,-2,-2,-1,-3,-4,-1,0,-6,-4,-3,0,-2,-1,0
3,2,-4,1,1,-1,-1,2,0,5,-3,1,-2,-2,-1,-1,0
2,2,-4,-1,1,-1,-1,1,2,-17,-10,-1,-1,0,0,0,0
-4,-9,10,-1,-2,-1,0,-3,1,-1,12,2,1,1,0,0,0
2,16,-19,-5,-4,-2,1,0,-5,-5,-5,-3,-1,-2,-4,-3,0
-1,2,-6,-2,-2,-1,-2,-1,-3,-8,1,-2,0,-1,-1,-2,0
1,2,2,1,-1,-1,1,-1,1,9,4,-1,-2,-1,0,0,0
-1,-3,1,-1,-1,0,0,-2,-2,2,3,-4,-2,-1,-1,-1,0
-2,-7,4,-1,1,-2,-3,-3,-4,-14,-9,0,-1,-2,-1,-3,0
-2,-3,5,-1,-2,-1,-3,-1,0,8,6,-2,0,0,0,-1,0
-5,-19,-25,-2,-3,-2,-2,-1,1,12,23,0,-1,-2,-1,0,0
0,5,-3,2,1,1,-2,-2,-3,-8,-8,-2,-3,-2,-3,-2,0
1,11,31,-1,0,0,-1,2,1,2,-3,2,0,1,1,1,0
-1,22,5,-4,0,-2,-1,-1,-4,11,7,0,0,-1,-2,0,0
1,-4,-7,2,0,-1,-1,-1,2,-4,-6,-3,-2,-1,0,1,0
-1,-5,9,0,0,-2,0,-1,3,8,0,1,0,0,0,-1,0
-3,-12,-13,-1,-1,0,-2,-2,-2,4,6,-2,0,-1,-1,0,0
1,-1,-2,-1,-3,-2,-2,-1,-4,-4,-9,-2,0,-3,-1,-2,0
-1,1,5,2,-1,0,1,0,1,0,6,-3,-1,-2,-1,0,0
-10,-18,-32,-4,-4,-3,-2,-3,0,-15,-6,-1,0,0,0,0,0
3,9,3,0,-1,-2,-1,-2,0,0,1,0,-2,-2,-1,-2,0
-1,-1,0,-1,1,0,1,0,-1,-1,-10,-5,-3,-1,-2,0,0
1,4,2,-1,-1,0,0,-1,-3,1,-3,0,0,0,0,-1,0
2,-6,7,1,0,-2,-1,1,1,0,-1,1,0,-2,0,0,0
1,9,11,-4,-1,-1,0,1,-2,0,-9,-2,0,-2,-2,-3,0
-1,2,1,2,0,0,-2,0,1,-3,7,3,-1,2,0,-1,0
-3,0,0,0,-1,-1,-1,-1,-1,0,-27,-4,-2,-1,-1,-1,0
-1,-3,-2,-1,-2,-3,0,0,0,4,0,0,-1,-2,-3,-3,0
-2,-6,5,3,2,-1,-1,0,-2,-2,4,2,0,-1,-1,-2,0
1,-5,-18,-7,-2,-1,0,-1,0,-2,6,-1,-2,-1,0,1,0
0,-12,4,3,1,0,0,-2,-5,-7,-15,-7,-2,-1,0,0,0
1,9,3,-1,0,1,-1,-1,0,-1,4,-2,0,-2,0,0,0
-4,3,-2,0,0,-3,-1,-2,2,-3,6,3,0,-1,0,1,0
-2,-7,-5,-1,-1,-2,-1,-2,0,3,2,-2,-1,0,2,-1,0
-1,1,-2,-2,-2,-1,-1,-2,-1,2,1,1,0,-1,-1,-1,0
0,5,-15,-5,-2,0,-1,-2,-8,-18,7,1,-1,-1,-2,-1,0
